place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,주차 요금,이용요금,화장실,시설이용료,접근로,지체장애 기타 상세,유모차,출입통로,장애인 주차 안내,휠체어,수유실,대중 교통,지정현황,이용가능시설,판매 품목,주차요금,엘리베이터,점자 홍보물,오디오 가이드,시각장애 기타상세,객실,청각 장애 기타상세,체험가능 연령,이용 시기,수용인원,규모,관람석,할인 정보,주요시설,입실시간,퇴실시간,식음료장,객실수,예약안내,객실유형,부대시설,개장기간,대여안내,객실내 취사 여부,예약안내 홈페이지,바비큐장여부,자전거 대여 여부,노래방 여부,세미나실 여부,입점브랜드,강습안내,유아용보조의자,보유장비,큰활자 홍보물,청각장애 기타상세,점자 블록,안내 요원,보조견 동반,매표소,코스안내,영업시간,대표메뉴,취급메뉴,유도안내 설비,스포츠 시설 여부,좌석수,영유아가족 기타상세,체험
어성전 산림교육관,"강원도 양양에 위치한 어성전 산림교육관은 계곡의 맑은 물과 천연림이 함께 조화를 이루고 있으며 방문객들이 산림의 소중함을 배우고, 자연과 함께하는 시간을 즐길 수 있도록 돕는다. 또한 여러 시설을 갖추고 있어 청소년 및 일반인의 심신단련에 좋은 장소이다. 숲 속에서 자연과 친숙해지고, 환경 보호의 중요성을 깨닫는 데 도움을 주는 특별한 공간이다. 인근에는 하조대(8km), 어성전계곡(1km)등이 위치한다. 숲속휴양시설과 취사장, 야영데크 및 체육시설등이 설치되어있다.",,,강원특별자치도 양양군 현북면 부연동길 1303,상시 개방,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금강굴,"속초시 설악산 외설악 지구의 비선대 서쪽에 솟은 장군봉 중턱에 있는 자연 석굴이다. 해발 600m 지점의 암벽 한가운데 있는 금강굴은 경사가 급해서 굴까지는 곳곳에 설치된 부교와 콘크리트 계단을 이용해야 갈 수 있다. 내부는 약 7평가량으로 (길이18m, 면적 23.1㎡) 굴속의 토기 등 생활용구와 석불좌상으로 보아 고승이 도를 닦던 곳으로 짐작된다. 기록에 의하면 신라시대의 고승 원효가 수도한 곳으로 알려져 있으며, 지금은 신흥사 소속 암자이다. 장군봉에 설치된 계단을 따라 금강굴에 오르다 보면 천불동계곡의 아름다운 경관이 볼 수 있다. 설악산 소공원에서 와선대와 비선대를 거쳐 금강굴에 이르는 금강굴 코스는 3.6㎞ 이며, 2시간 정도 소요된다.",,https://www.knps.or.kr/,강원특별자치도 속초시 설악산로 1091 (설악동),,,가능 (유료),,우리나라에서 멋지고 웅장하다고 생각이 드는 굴입니다 산을 끼고 있는 형태도 굴 아래에서 내려다보는 산도 절경입니다 금강굴내부도 인상깊었어요 모든분이 여행 오시면 추억으로 남을거에요 요번 주말에 다녀왔어요. 도착지 즈음의 급경사 말고는 짧고 굵게 다녀올 수 있는 곳이었습니다. 금강굴에서 반대편으로 바라보는 풍경도 너무 좋았어요.,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원주 운곡원천석묘역,"운곡 원천석 묘역은 강원도 원주시 행구동에 위치한 고려국자진사 원천석의 묘로 2000년 11월 18일 강원도 기념물로 지정되었다. 원천석은 1330년 윤적의 둘째 아들로 출생하여 자를 자정, 호를 운곡이라 하였고 본관은 원주이다. 일찍이 국자진사에 합격하였으나 고려 말에 정치가 문란함을 보고 개탄하면서, 치악산에 들어가 농사를 지으며 부모를 봉양하고 살았다. 이방원을 왕자 시절에 잠시 가르친 적이 있어, 이방원이 왕으로 즉위하여 기용하려고 자주 불렀으나 응하지 않았다고 한다. 이방원이 조선왕조 3대 왕으로 즉위하여 세 번이나 치악산으로 찾아가 스승을 뵙고자 하였으나 만나 주지 않고 30여 년 동안 절의를 지키며 살았다.
이곳에 1650년 창립된 원천석 묘비가 있다. 치악산 산자락에 있는 원천석의 묘 앞에는 ‘고려국자진사원천석지묘’라 새겨진 묘비와 상석이 놓여 잇고, 묘에서 조금 떨어진 곳에 1670년 세운 묘갈(죽은 사람의 이름, 행적 등을 돌에 새겨서 무덤의 표지로 삼는 것)이 있다. 원천석의 유언에 따라 본래 표석을 세우지 않았다가 4대가 지난 후에 세워졌다. 묘역에는 1704년 건립하고 19984년 개축한 서월에서 유생들이 기거하며 공부하던 곳인 모운재와 2006년 운곡학회에서 건립한 사당 창의사가 있다.",,"https://www.wonju.go.kr/tour/index.do
https://www.heritage.go.kr",강원특별자치도 원주시 행구동,상시개방,,있음(무료),,,,,있음,,,,,,,,,,강원도 기념물 원주운곡원천석묘역 (2000.11.18 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마대산,"영월군 김삿갓면과 충북 단양군 영춘면 경계에 있는 산으로, 한국의 산하가 선정한 300대 명산에 포함되어 있다. 마대산은 평생 삿갓을 쓰고 팔도를 떠돌며 방랑 생활을 했던 일명 김삿갓 김병연의 유적지가 자리하고 있는 곳으로 그의 생가터, 묘역 등을 함께 볼 수 있으며 선낙골 계곡의 가을 단풍이 매우 아름다운 산이다.
해발 1,052m의 정상에서 내려다보는 동강과 햇빛을 가리는 장목수림, 그리고 아름다운 계곡풍경이 유명하다. 마대산 등산로는 김삿갓 생가에서 시작해 정상까지 이어지며, 최단코스는 4.39km이다. 등산로 초입이 되는 김삿갓 묘역 앞에는 수십개의 돌탑과 성황당이 있어 관광객의 눈길을 끈다.
근처에 있는 김삿갓 유적지는 노루목에 있다. 산맥의 형상이 노루가 엎드려 있는 듯한 모습이라 하여 노루목이라 불린다. 유적지 내에 흐르는 곡동천은 여름철에는 유리알처럼 맑고 풍부한 수량이 기암괴석 사이로 넘쳐흐르고 가을에는 형형색색 단풍이 아름다워 감탄을 자아내게 한다.
마대산의 아름다운 계곡에서 기암괴석들 사이로 보이는 동강을 내려다보면 평생을 방랑시인으로 살았던 김삿갓의 문학적 감성을 마주하게 된다.",,http://www.grandculture.net,강원특별자치도 영월군 김삿갓면 김삿갓로 216-22,,,불가능,없음,,,,없음(김삿갓문학관 시설 이용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고석정국민관광지,"고석정(孤石亭)은 철원 9경 중 하나이며 철원 제일의 명승지이다. 한탄강 한복판에 치솟은 10여 미터 높이의 기암 양쪽 사이로 옥같이 맑은 물이 휘돌아 흐른다. 신라 진평왕 때 한탄강 중류에 10평 정도의 2층 누각을 건립하여 고석정이라 명명했다고 하며 이 정자와 고석바위 주변의 계곡을 통틀어 고석정이라 한다. 지방기념물로 지정된 고석정은 신라 때 진평왕이, 고려 때는 충숙왕이 찾아와 노닐던 곳이라고 한다. 고석정이 더욱 유명해진 까닭은 조선시대 명종 때 임꺽정(林巨正)의 배경지로 알려지면서부터이다.

철원은 신생대 제4기 홍적세에 현무암 분출로 이루어진 용암대지로서 북북동에서 남남서 방향으로 한탄강이 흐르면서 침식 활동을 통해 곳곳에 화강암의 주상절리(柱狀節理)와 수직 절벽을 이루었다. 추가령 구조대의 중심에 위치하여 후에 경원선의 통과지가 되기도 한 철원은 임꺽정 생애 중에도 칩거하기 좋은 장소였는지 고석정 건너편에 돌벽을 높이 쌓고 산성 본거지로 삼았다 한다. 당시 함경도 지방으로부터 이곳을 통과하여 조정에 상납할 조공물을 탈취하여 빈민을 구제하는 등 부패한 사회 계급에 항거하였다. 누각은 6.25 동란 때 소실되었는데, 1971년 지방 유지들의 도움으로 10평의 2층 누각 형식의 정자가 다시 건립되었으나, 96년 수해로 유실되었고 1997년 재건축하였다.

현재도 강 중앙에 위치한 20미터 높이의 거대한 기암봉에는 임꺽정이 은신하였다는 자연 석실이 있고 건너편에는 석성이 남아 있다. 이곳은 풍치가 수려하여 철원 9경의 하나로서 연중 관광객이 끊이지 않는 국민관광지이다. 이곳에서 상류로 약 2km 지점에 직탕폭포와 하류 약 2km 지점에 순담이 위치해 있으며 넓은 잔디광장과 다목적 운동장 등이 시설되어 있어 사시사철 어느 때나 관광객이 즐겨 찾고 있다.",,https://www.cwg.go.kr/tour/,강원특별자치도 철원군 동송읍 태봉로 1825,상시 개방,연중무휴,가능,,지금 꽃축제 기간이라 추천해요~~ 임꺽정이 활동했다는 바위 즉 고석을 앞에 두고 있는 정자. 옛날 암금남들이 한양으로 오가는 도중에 쉬어가는 장소였다. 한탄강을 냐려다 보는 지질공원을 만날 수 있다. 부산에서 초딩 동창 26명과함께 고석정을 방문했다 임꺽정 스토리에 영화사극을 많이 찍은 장소도 넘 좋았다 눈호강 아 경치가 멋있다하고 고석정의 조그만 꽃정원도 이뻣다 해설사니의 구수한 옛 스토리도 들을만했다 이쁜사진도 많이 찍어서 왔다 한탄강의 이야기를 들을 수 있어서 좋았습니다. 아이 군 첫 외박할 때 함께 가족여행으로 다녀왔어요. 오전 일찍 도착하니 분위기가 고즈넉하고 한번도 보지못했던 주상절리 기암절벽의 풍광이 아주 인상적이었어요. 정저에서 내려다 보는 풍경도 좋지만 아래 계단으로 내려가 고석정 바위와 물길을 가까이서 보는 것을 추천해요. 봄 가을 정자와 계곡이 어우러진 절경에 감탄했습니다 가족나들이로 좋아요 한탕강과 아름다운 정자에서 여유를 즐기기 좋은 곳이에요!,,,장애인 화장실 있음(2개)_무장애 편의시설,,,,,경사로가 설치되어 있음,,휠체어 대여 가능함,,,강원특별자치도 기념물 고석정및순담 (1971.12.16. 지정),고석정랜드 / 철의삼각전적관 / 폐비행기 전시장 / 보트 등,,"- 30분 이내 회차 시 무료
- 소형 2,000원
- 대형 5,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마곡유원지,"북한강을 따라 거슬러 올라가면 거기에 장장 143㎞를 흐르며 한반도 중허리를 적셔 내리는 홍천강이 있다. 홍천군 서석면 생곡리 미약골산에서 발원, 내촌천(乃村川)으로 흐르는 이 물은 장남천, 야시대천, 풍천천, 덕치천을 합한 후 홍천읍 지나 오안천, 성동천, 어룡천, 중방천과 합류, 비로소 큰 물줄기를 이룬 다음 경기도 가평군 설악면과 춘천시 남면 관천리 경계에서 북한강으로 흘러든다. 홍천강이 북한강과 만나기 전 홍천군 서면 마곡리에 빚어 놓은 강변이 마곡유원지이다. 맑은 강물과 강변으로 드넓게 펼쳐진 백사장, 백사장 주변을 둘러싸고 있는 나무 그늘이 어우러져 있어 인기 있는 홍전 캠핑 장소이다.
모곡유원지에서 4㎞ 정도 하류로 내려간 곳으로 수심이 깊어 원드 서핑이나 모터보트, 수상 스키를 즐기기에 적합하다. 강가에는 낚시를 즐기는 인파도 많은 곳으로 청평호 선착장에서 마곡강변까지 유람선이 운항하여 강변을 거슬러 올라가면서 뛰어난 주변 경치를 즐길 수 있다.",,https://www.hongcheon.go.kr/tour/,강원특별자치도 홍천군 서면 마곡길 113-33,상시 개방,연중무휴,가능,무료,,,,,,,,,,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원성 성남리 성황림,"성황림은 마을을 보호하고 지켜주는 숲으로, 원성 성남리의 성황림은 마을에서 다소 떨어진 곳에 있다. 성황림을 구성하는 있는 식물들로는 각시괴불나무, 음나무, 졸참나무, 층층나무, 피나무, 가래나무, 쪽동백나무, 들메나무, 박쥐나무, 산초나무, 보리수나무, 광대싸리, 복분자딸기, 찔레꽃, 노박덩굴, 으름덩굴 등으로 중부 온대 지역을 대표하는 숲을 이루고 있다. 성남리 주민들은 치악산의 성황신을 마을 수호신으로 믿어 매년 음력 4월 7일과 9월 9일에 마을의 평화를 기원하며 제사를 지내오고 있다. 원성 성남리 성황림은 온대 지방을 대표할 만한 활엽수림으로서 학술적 가치가 높고, 우리 조상들의 과거 종교관을 알 수 있는 민속자료로서의 기능도 하고 있으므로 천연기념물로 지정·보호하고 있다.
원성 성남리의 성황림은 문화체육관광부에서 선정한 2020년 생태테마관광 사업에 선정되어 성황림 생태탐방과 숲 해설·명상·체험 프로그램을 진행하고 있다.",,https://www.wonju.go.kr/tour/,강원특별자치도 원주시 신림면 성남리,상시 개방,연중무휴,가능,무료,,,,,,,,,,,,,,천연기념물 원성 성남리 성황림 (1962.12.07. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장송모 도자연구원,"장송모 도자연구원은 무형유산 6호 장송모 선생의 전수 교육관으로 전시관 관람, 체험 실습, 강의, 작품 및 생활자기 판매를 하고 있다. 1998년부터 운영된 도자연구원에서는 일반인들도 도자 역사 강의를 받을 수 있으며, 직접 제작 과정을 체험해 볼 수 있다. 이곳은 현재도 다양한 도자 문화의 맥을 계승하고 있다.",,,강원특별자치도 횡성군 공근면 창봉길 32,09:00~17:00,연중무휴,가능,,,,,,,,,,,,,,,,,전통 도자기 및 생활자기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기미만세공원,"홍천은 동학농민군 최후의 항전지이면서 일제강점기에는 만세운동도 치열하게 벌였다. 기미만세공원도 그런 숭고한 뜻을 되새겨주는 명소이다. 1919년 4월 1일 일제 탄압에 항거, 만세운동을 하다 이곳에서 순직한 8열사를 추모하기 위하여 1963년 관과민이 합동하여 팔렬각을 건립하였다. 이후 세월이 흐르면서 팔렬각이 노후되자 당시 만세운동에 참여했던 모든 선열들의 뜻을 기리고자 1990년 2월 28일에 기미만세공원 추진위원회를 구성했다. 군민의 성금과 독지가의 도움, 군비를 투자하여 약 5,700㎡의 부지에 기미만세상을 세우고 부대시설을 하는 등 공원을 조성했다. 8열사를 비롯한 선현들의 애국충절의 높은 뜻을 후세에 길이 전하고자 이룩한 곳이다.",,https://www.hongcheon.go.kr/tour/,강원특별자치도 홍천군 내촌면 물걸리 1593,상시 개방,연중무휴,가능,,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
속초문화회관,"속초시에 위치한 속초문화회관은 1990년 10월 10일에 개관한 복합문화예술공간이다. 지하 1층부터 지상 3층의 규모로 건립되었으며, 다양한 장르의 공연과 전시를 즐길 수 있다. 대공연장, 소강당, 전시실, 속초문화원, 속초예총, 문화재단 사무실 등으로 구성되어 있다. 속초문화예술회관은 시대별, 상황별, 연령별 맞춤형 기획공연과 전시 행사를 유치함으로써 문화 사각지대와 양극화 해소에 기여하고 있으며, 지역민의 문화적 욕구를 충족시키는 지역 문화예술 발전을 위해 다각도로 노력하고 있다.
지난 2017~2018년 2년에 걸쳐 최고 수준의 음향과 무대 시스템 설치, 편안하고 안락한 관람석 배치, 연주자와 관객과의 소통을 위한 공간 마련 등 관객을 배려하는 대대적인 리모델링 공사를 거쳐, 연중 전국적 인지도를 갖춘 수준 높은 다양한 문화예술 행사를 선보이고 있다.",,속초관광 http://www.sokcho.go.kr/culture,강원특별자치도 속초시 번영로 155 (영랑동),프로그램별 상이,,주차 가능(100대),,"공연장, 음악회장 등 다양한 문화를 즐길수있어서 아이들과 함께 가기 안성맞춤인거같아요 ㅎㅎ",,,장애인 전용 화장실 있음,,휠체어 접근 가능한 경사로 있음,,,"자동문은 아니지만 휠체어 접근 충분히 가능한 크기
입구에 점자블록이 있으며 관내까지 연결되어 있음",장애인 전용 주차공간 있음,휠체어 대여 가능 1대,,,,,,,,,,,,,,,,,"대관의 F열에 2석, G열에 9석의 장애인 전용 관람석이 있음",,,,,,,,,,,,,,,,,,,,,,,,입구에서부터 점자블록이 있으며 관내까지 연결되어 있음,,,,,,,,계단 손잡이가 점자 손잡이로 되어있음,,,,
스노우뱅크,"스노우뱅크는 강원특별자치도 정선군 하이원 리조트와 가까이 위치해 있어 접근성이 좋다. 다양한 색깔과 스타일의 의류와 스키, 보드, 헬멧, 고글 등 다양한 장비도 준비되어 있다. 또한 하이원 스키장 리프트 할인권도 판매하고 있어 할인된 가격으로 저렴하게 이용이 가능하다. 또한 장비를 빌리면 스키장까지 가져다주는 픽업 서비스도 운영하고 있어 편리하게 이용할 수 있다.",,https://www.instagram.com/snowbank_high1,강원특별자치도 정선군 고한읍 고한로 36,상시 개방,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스키 / 보드 / 스키복 / 스키부츠 / 보드부츠 / 폴,,,,,,,,,,,,,,,
스키911,"스키911은 강원도 횡성군 둔내면 웰리힐리파크의 인근에 위치하고 있으며 스키, 스노보드, 의류를 대여하는 전문 렌탈샵이다. 초보자를 위해 스키장 이용 시 준비물, 스키 부츠 신는 방법, 스노우보드 바인딩 채우는 방법 등 기초 사항들도 안내하고 있다. 또한, 의류 렌탈 서비스 뿐만 아니라 체계적인 커리큘럼으로 스키강습과 스노보드 강습도 제공하고 있다.",,http://www.ski-911.com,강원특별자치도 횡성군 둔내면 고원로 162,07:30~24:00,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,탈의실,,,,,,,,,,,,,,,,,,,,,,,,,,,
화천생태영상센터,"2012년에 개관한 화천생태영상센터는 생태와 영상미디어가 결합된 자연 친화적인 체험 공간이다. 물과학관과 생태 과학관, 자연 생태관, 워터드롭 상영관, 영상스튜디오, 물공원으로 구성되어 있다. 관람자를 위한 생태전시 공간과 영상체험 공간을 마련해 물과 생태에 대한 이해와 흥미를 높일 수 있도록 종합적인 영상 미디어 교육 프로그램을 운영하고 있다. 또한 영상제작에 필요한 다양한 장비와 시스템이 구축돼 있어 실제 영상이 제작되는 과정을 체험하고 제작할 수 있다.
자율 체험은 라이트박스, 보드게임, 샌드아트 등이 있으며, 예약 체험으로는 크로마키 영상체험, 우드마커 색칠하기, 빛그림그리기, 1층 전시실 생태해설, 전통매듭, 팔찌만들기 등이 있다. 자율 체험과 예약 체험은 7일 전까지 신청을 완료해야하며 10명 이상 신청해야 체험이 가능하다. 그 밖에 개인적으로 당일에 체험할 수 있는 활동들도 있다.
이곳은 7월 말 8월 초에는 한시적으로 물놀이장을 개장하며, 아이랑 함께 방문하여 즐기기 좋은 곳이다.",,https://gwsgc.kr,강원특별자치도 화천군 하남면 용화산로 1357,09:00~18:00,매주 월요일 / 1월1일 / 설날·추석 연휴,가능 (대형 10대 / 소형 50대),,,무료,"- 전시시설 : 무료
- 체험 프로그램 : 유료","장애인 전용 화장실 있음(지하,1층)",,출입구까지 단차가 없어 휠체어 접근 가능함,,,주출입구는 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음(10대)_무장애 편의시설,,,,,,,,엘리베이터 있음,,,,,,,,100명,전시면적 986.72㎡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[자율 체험]
라이트박스 / 보드게임 / 샌드아트 / 에어바운스
[예약 체험]
크로마키 영상체험 / 우드마커 색칠하기 / 빛그림그리기 / 1층 전시실 생태해설 / TV뉴스 제작
※ 7일 전까지 신청을 완료해야하며 10명 이상 신청해야 가능"
강윤정프로샵 오크밸리점,"강윤정프로샵은 오크밸리 입구에 위치하고 있으며 스키, 보드 렌털 및 각종 장비 대여한다.
이 외에도 최신 스키용품 할인 판매, 단체 특별 할인 및 민박, 콘도 예약 등의 서비스를 제공한다. 스키 강습을 진행하는 전 강사진이 대한스키협회 자격증 보유하고 있으며, 스키보험도 가입되어 있어 안전하게 강습을 받을 수 있다.",,http://www.kangpro.co.kr,강원특별자치도 원주시 지정면 구재로 216,상시 개방,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,탈의실,,,,,,,,,,,,스키 / 블레이드 / 보드 / 스키복 등,,,,,,,,,,,,,,,
휘닉스 태기산CC,"황금곰 잭 니클라우스가 설계·감리한 것으로 유명한 휘닉스 컨트리클럽의 품격을 부담 없는 가격에 즐길 수 있는 퍼블릭 골프장은 정규코스와 동일한 양잔디로 코스를 조성, 다른 퍼블릭 골프코스와는 차별화된 즐거움을 제공하고 있다. 특히 여름에는 무더위를 피해 야간에 퍼블릭 골프장 라운딩을 즐길 수 있도록 밤 11시까지로 운영시간을 연장한다. 시원한 원시림의 바람을 맞으며 영상 20도에서 골프를 즐길 수 있어 라운딩이 끝나도 땀이 흐르지 않는다. 숙박과 식사가 포함된 퍼블릭 골프 패키지를 이용하면 저렴한 가격에 최상의 라운딩을 즐길 수 있다.",,https://phoenixhnr.co.kr/page/main,강원특별자치도 평창군 봉평면 태기로 174,월별 상이하므로 홈페이지 참조 및 전화 문의,월별 상이하므로 홈페이지 참조 및 전화 문의,가능,,,,팀 인원수별 상이하므로 홈페이지 참조 및 전화 문의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,클럽라운지 / 프로샵 / 사우나 등,,,,,,,,,,,,,,,,,,,,,,,,,,,
횡성스포랜드,횡성스포랜드는 강원도 횡성에 위치한 레저공간으로서 현재 종합사격장을 운영 중이다. 수려한 경관을 자랑하는 강원도의 아름다운 자연 속에서 사격의 시원한 총성과 함께 도심의 스트레스를 날릴 수 있는 공간이다. 횡성스포랜드는 마니아는 물론 초보자들도 사격을 제대로 배우고 즐길 수 있도록 하기 위해 철저하고 친절한 교육과 안전관리에 힘쓰고 있다.,,,강원특별자치도 횡성군 금계로 380-57 횡성스포랜드,"- 주중 10:00~15:30
- 주말 10:00~16:00",매주 월요일,가능,,기대됩니다,,"- 클레이 사격(1인 20발) 30,000원
- 권총 사격(1인 10발) 20,000원
- 페인트볼 사격(1인 30발) 15,000원",있음,,,,,,,,,,,,,,,,,,,,,,,,,,권총사격장 / 클레이사격장 / 서바이벌게임장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태종대(횡성),"태종대는 강림면 치악산 국립공원 매표소 바로 위에 위치한 곳으로 태종 이방원과 스승이었던 운곡 원천석에 대한 이야기가 전해오고 있다. 고려 말 4처사의 한 사람이었던 운곡 원천석은 조선조 태조인 이방원의 스승이었다. 운곡은 태조가 고려를 전복시키고 조선을 세우고 또한 그의 아들들의 피비린내 나는 왕권 다툼에 실망과 분노를 느낀 나머지 모든 관직을 거부하고 개성을 떠나 이곳 강림리에 은거하고 있었다. 험한 산골이었던 이곳에 방원이 임금으로 등극하기 전인 1415년 옛 스승인 운곡을 찾아 다시 관직에 앉히고 정사를 의논하고자 이곳을 찾았다. 그러나 강직하고 절개가 곧았던 운곡은 방원과의 만남을 꺼려 일부러 치악산 골짜기로 몸을 숨겨 만나 주지 않았다.
방원이 자기를 찾아다니는 것을 안 운곡은 개울가에서 빨래를 하는 노파에게 자신을 찾는 사람이 오거든 횡지암 쪽으로 자신이 갔다고 일러 주라고 신신당부를 하고는 운곡은 반대 방향으로 피신했다. 방원은 노파가 가르쳐 주는 곳으로 스승인 운곡을 찾았으나 끝내 운곡을 찾지 못하고 돌아갔다. 그 당시 방원이 머물던 곳을 ‘주필대’라고 불러오다가 나중 방원이 태종으로 등극하자 ‘태종대’로 부르게 되었다. 나중에 태종이 임금이 되어 다시 운곡을 부르자 차마 어명을 어길 수 없던 그는 상주 차림으로 옷을 갈아입고는 대궐에 들어가 태종의 형제간 살육의 비인도적인 처사에 대해 무언의 시위를 벌이기도 했다.",,https://www.hsg.go.kr/tour/index.do,강원특별자치도 횡성군 강림면 태종로 287,상시 개방,연중무휴,가능,,태종대(횡성)에 다녀왔습니다.강원 횡성군의 경치가 잘 느껴지는 곳이었고 공기도 무척 좋았습니다. 또 한번 오고 싶네요,,,,,,,,,,,,,강원특별자치도 문화유산자료 태종대 (1984.06.02. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용평 나인골프클럽,"용평리조트 정문을 지나 호텔 쪽으로 들어가다 보면 좌측으로 호수를 끼고 그림같이 펼쳐진 연녹색 필드가 바로 9홀의 용평 9 골프코스이다. 세계적인 골프코스 디자이너 Ronald Fream이 설계하고 국내 최초로 양잔디로 시공한 전 코스는 인공 호수와 이어져 그림같이 아름답다. 울창한 계곡과 수정같이 맑은 물로 둘러 싸인 용평 9 골프코스는 4~5월에는 꽃 풍경을, 9~10월에는 단풍이 최대의 절경을 이루며 코스를 아름답게 수놓고 있다.",,http://www.yongpyong.co.kr,강원특별자치도 평창군 대관령면 올림픽로 715,일출~일몰,매월 상이하므로 홈페이지 참조,가능,,,,"[그린피]
- 주중 60,000원
- 주말 및 공휴일 80,000원
- 골프·객실회원/평창군민 주중 42,000원
- 골프·객실회원/평창군민 주말 및 공휴일 56,000원
[모노카트(1인 기준)] 8,000원
[캐디피] 75,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,클럽하우스 / 그늘집 / 사우나 / 레스토랑 등,,,,,,,,,,,,,,,,,,,9홀 36파,,,,,,,,
오크밸리CC,"세계적인 골프설계가인 Robort Trent Jones Jr. 의 설계에 따라 자연상태를 그대로 살린 36홀의 국제대회용 골프 코스와 특급호텔 수준의 국내 최고의 코스 관리를 하고 있다.
대체로 길이가 길어 장타가 요구되는 파워풀한 코스로 울창한 참나무 숲으로 둘러싸여 바람에 흔들리는 나뭇가지 소리만 듣고도 공을 어디로 보내야 할지 알 수 있을 만큼 거대한 산림욕장에 온 듯하다. 오크 코스 4번 홀 옆에는 헨리 무어 등 유명 조각가들의 조각품이 전시된 조각 공원이 있어 티샷을 기다리며 작품을 감상해 보는 여유를 가질 수 있다.",,https://hdcgolf.com/oakvalley/course,강원특별자치도 원주시 지정면 오크밸리2길 58,일출~일몰,기상 상황에 따라 변동되므로 홈페이지 참조,가능,,,,"- 그린피는 월별 상이하므로 홈페이지 참조
- 카트피 100,000원
- 캐디피 160,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,숙박시설 / 프로샵 / 레스토랑 등,,,,,,,,,,,,,,,,,,,,,,,,,,,
횡성 산채마을,"횡성 산채마을은 해발 600m 고도에 있는 농촌 체험 마을이다. 다양한 산나물을 재배하고 수확하며 살아가는 고랭지 마을로, 농협중앙회에서 육성하는 농협팜스테이 마을이자 농림축산식품부에서 지정한 식생활 우수 체험 공간으로 지정된 마을이다.
마을의 명칭은 산과 들에 풍부한 산나물로 인해 붙여진 것으로, 취나물, 곰취, 더덕, 감자 등 다양한 산채를 재배하고 판매하고 있다. 산나물을 직접 수확하고, 가마솥에 불을 지펴 산나물밥을 만들어 먹는 체험을 할 수 있으며, 맨손 송어 잡기, 공방 체험, 감자전 옹심이 만들기, 소망등 만들기 등 다양한 농촌 체험도 가능하다. 계절에 따라 도토리 줍기, 겨울 썰매 타기, 제철 농산물 수확 등도 즐길 수 있다.
산채마을은 숙박 체험이 가능하고, 편의 시설로 먹거리 체험관과 곤드레나물밥이 유명하다. 산채공원, 눈썰매장, 정자각, 민박 시설과, 체험 행사와 당일 코스를 비롯해 1박 2일, 2박 3일 형 체험 프로그램이 있어 통해 농촌 생활의 맛도 즐길 수 있다. 산채마을은 2022년 농촌에서 살아보기 최우수상인 농림축산식품부 장관상을 받았다.",,https://www.farmstay.co.kr/,강원특별자치도 횡성군 둔내면 삽교로 386,상시 개방,연중무휴,가능,,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
