place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,주차 요금,이용요금,화장실,review,입장료,판매 품목,접근로,출입통로,장애인 주차 안내,규모,엘리베이터,수유실,지체장애 기타 상세,유모차,오디오 가이드,체험가능 연령,주요시설,점자 홍보물,관람석,시설이용료,휠체어,객실,대중 교통,수용인원,이용가능시설,청각 장애 기타상세,부대시설,시각장애 기타상세,할인 정보,지정현황,주차요금,점자 블록,보조견 동반,입점브랜드,매표소,안내 요원,코스안내,유도안내 설비,영유아가족 기타상세,체험
옛터민속박물관,"옛터민속박물관은 2001년에 개관하여서 2006년에 대전 제4호 박물관으로 등록된 민속전문박물관이다. 생활사 전반의 민속유물을 체계적으로 수집·보존·연구·전시·교육하는 기관으로서 점차 소멸되어 가는 전통문화를 재조명하여 대전지역 문화 예술발전에 이바지하기 위해 노력하고 있다. 전시실은 연중무휴로 운영되며, 야외전시장에는 동자석, 돌절구, 다듬잇돌, 맷돌 등을 전시해 아이들의 학습장 역할을 하며, 체험교실을 운영하고 있다. 기타편의시설 '마당에모닥불 하늘엔둥근달' 에서는 전통차, 전통한식, 양식을 한옥의 멋과 함께 즐길 수 있다.",,https://www.yetermuseum.com/,대전광역시 동구 산내로 321-35,10:00~22:00,연중무휴,가능,,무료,,"너무좋았어요~~ 분위기짱 주차장도 넓어졌네요~ 어린시절 살았던 동네 근처에 있는곳이라 종종 갔었는데요, 예전에는 여기서 천연염색 프로그램도 있어서 치자꽃으로 염색도 해봤던 기억이 나요! 밤에 가면 전통적인 한옥 분위기가 물씬 나는데, 겨울에 장작불 앞에 앉아서 라이브 음악 들으면서 있어도 서정적이고 좋더라구요! 홍시스무디를 참 좋아했습니다. 한식당도 가격대는 조금 나가지만 맛있었어요! 옛터 민속박물관은 분위기가 참 예뻐요. 저는 낮에 갔는데 밤에 불켜지면 더 예쁘다고 하더라구요. 데이트코스로도 유명한 곳입니다. 옛터 민속박물관 들어가는 입구부터 너무 이뻐요. 5~6시쯤 방문하면 불이 하나둘씩 켜지는데 정말 이쁘더라구요 선선해지면 큰 마당에 장작불도 피우고 차도 마실수있고 너무좋아요.구석구석 잘 해놓았어요 옛날 감성 뿜뿜 물레방아 돌아가는 그 시절로 돌아간거 같아요 밤에 해주는 캠프파이어에 넋을 잃고 밝게 빛나는 청사초롱이 반짝이는 곳 가족끼리와도 좋고 커플끼리와도 좋을거같아요",,,출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 전용 주차구역 있음_장애인 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가죽공예 / 다도체험 등
논골어린이공원,"논골어린이공원은 대전 유성구 노은역 인근에 자리한 공원이다. 이곳은 대형 네트 놀이시설 등 놀이시설물 5종과 주민커뮤니티 공간, 디자인 벤치 등이 설치된 공간이다. 아파트 단지와 가까우며 공원 한편에는 다양한 연령층이 이용할 수 있는 야외 운동기구 등이 설치되어 있어 아이와 함께 편안한 시간을 보내기 좋다. 반려동물과 함께 방문할 수 있어서 인근 반려인들이 많이 이용하는 곳이다. 공원 근처에는 선사박물관이 있어서 함께 관광하기 좋다.",,,대전광역시 유성구 노은동 520-2,09:00~21:00,연중무휴,불가능,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유성온천공원,"유성온천은 조선 태조가 새 왕도 후보지를 물색하기 위해 계룡산에 들렀다가 목욕한 곳으로 알려졌다. 가장 오래된 지층인 시생대 지층의 단층선을 따라 지하 온천수가 솟아난다. 특히 계룡스파텔 인근 공원에는 유성온천을 체험할 수 있는 족욕체험장이 조성되어 있다. 야외에 공원처럼 꾸며진 체험장은 큰 규모의 야외온천 족욕장으로 하루 평균 500명, 주말 1000여 명의 관광객과 시민들이 찾는 유성의 명소이다. 발을 씻을 수 있는 수로시설과 말릴 수 있는 윈드 건, 화장실 등의 편의시설도 잘 조성되어 있어 관광객이 자주 찾는 유성의 명소 중 하나다.",,https://www.yuseong.go.kr/tour/,대전광역시 유성구 계룡로123번길 52 (봉명동),"[유성온천공원 족욕체험장]
07:00~22:00",연중무휴,불가능,,,,"유성온천 족욕체험장(무료) 추천합니다. 체질에 따라 각기 다른 온도로 족욕 즐길수있어요. 족욕만으로 아쉽다면 계룡스파텔이나 사이선스 스파에서 온천욕을 즐겨보는것도 좋아요 겨울에 갔는데 날씨가 너무 추워서 그런지 더 좋은 시간을 보냈어요! 대전 여행 오면 꼭 들러보길 추천해요~ 친구, 가족과 함께 와도 좋을 것 같고, 반신반의했지만 데이트코스로도 좋습니다. 시간이 금방 갈 거예요! (입장료 없고 주민분들이 주로 이용하시는 듯해요) 유성온천에 족욕 코너도 있구 빛으로 만든 조형물도 있고! 젊은 상권도 활기차고 재밌어요. 특히 유성온천이 올 3월 폐업을 앞두고 있어서 꼭 다들 목욕하고 뚱바도 드셔보세요^^ 겨울이면더찾게되는유성온천공원 볼거리즐길거리있고인프라도좋고 걷다가따뜻한물에족욕하면찐행복이에요 유성온천은 봄마다 축제를 하기 때문에, 유성구 주민에게는 매년 축제같은 곳이에요! 이번 축제에 저도 또 방문했어요! 그리고 상시 365일 발을 무료로 담글 수 있는 족욕체험은 반드시 하고 가세요",무료,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서대전공원 야외음악당,서대전공원 야외음악당은 서대전공원 내에 마련된 야외 공연장이다. 서대전공원은 대부분이 잔디광장으로 조성되어 있어 일반인들의 산책공원으로 이용되고 있으며 각종 큼직한 야외행사에 이용되기도 한다. 면적은 약 1만여 평으로 1975년 도시계획상 미관광장으로 지정된 후 장기간 방치된 공한지를 1993 대전 엑스포 대비하여 시가지 정비 및 도심 휴식공간이 되었다. 야외음악당이 설치되면서 수시로 각종 공연 및 축제 및 행사가 개최되고 있어 많은 사람들로부터 사랑을 받고 있다.,,중구문화관광 https://www.djjunggu.go.kr,대전광역시 중구 계백로1716번길 23 (문화동),상시 개방,연중무휴,가능,,,"장애인 전용 화장실 있음(공원 공중화장실,경사로 설치됨)",서대전공원안에 위치한 작디작은 공연장이예요 관리가 잘되어있어요!!  ,,,출입구까지 단차가 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대프리미엄아울렛 대전점,현대프리미엄아울렛 대전점은 대전 유성구 테크노중앙로에 있는 대형 쇼핑몰이다. 대전점의 시그니처 공간인 옐로우 스프링스는 6천여 평의 야생화 정원과 다채로운 문화콘텐츠가 펼쳐지는 생태공원으로 쇼핑몰을 이용하는 사람들에게 휴식과 여가를 제공한다. 이곳은 가족 단위 방문객들이 자연 속에서 편안하게 시간을 보내며 즐거움을 만끽할 수 있는 공간으로 많은 사랑을 받고 있다.,,https://www.ehyundai.com,대전광역시 유성구 테크노중앙로 123 (용산동),10:30~21:00,설·추석 당일,가능,,,,평일 오후 방문하니 여유롭고 붐비지않아 좋았어요.디즈니팝업스토어 있어서 사진도 찍고 구경도 잘했고 필요했던 상품들 아울렛에서 저렴하게 구매할수 있어서 좋았어요 평일에 가면 진짜 한적하고 좋아요 ㅎㅎ 시설도 깨끗하고 아기옷 브랜드도 종류가 꽤 있어서 쇼핑하기 좋아요. 앞에 관평천이랑 이어져 있어서 산책할 수도 있어요~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전예술가의집,"대전 중구 문화동에 위치한 대전예술가의집은 시민들과 지역 예술인들이 창작물을 발표하고 전시하며 때로는 창작활동에 함께 동참함으로써 시민과 예술인들이 만나고 소통하는 문화의 공간이다. 이 곳은 30년이 넘게 대전 공연예술과 시각예술의 보금자리였던 옛 시민문화회관 자리에 재건립 되어 큰 상징성을 지니고 있다. 지상 5층, 지하 1층 연면적 9,000여 ㎡ 규모로 다목적 공연장 누리홀과 8개의 전시실을 갖추고 있어 다양한 문화예술을 수용할 수 있고 13개 문화예술단체가 상주하는 다목적 복합문화공간이다. 대전의 문화예술의 중심으로 지역 문화예술을 한층 도약시키고 시민들에게 수준 높고 품격 있는 문화향유 기회를 제공하는 것을 목적으로 운영된다.",,http://www.dcaf.or.kr,대전광역시 중구 중앙로 32 (문화동),공연·전시 별로 상이함,법정공휴일,가능,,공연·전시 별로 상이함,,관심이 누구나 같을수는 없으니까요 직접 내손으로 이것저것 하시는 분들에게는 의미가 있을듯요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
둔산대공원,"둔산대공원은 서구 둔산신도시 북동부 갑천, 유등천변에 넓게 자리한 대규모의 도시공원이다. 이 공원은 여러 가지 시설로 구성되어 있다. 가장 넓은 부분을 차지하는 시설은 한밭수목원이다. 한밭수목원은 둔산대공원 북부 양쪽에 위치하여 도심 속 숲 역할을 하고 있다. 그리고 가운데에는 엑스포시민광장이 있으며 이는 북쪽의 엑스포과학공원과 엑스포다리로 연결된다. 또한, 둔산대공원 외곽을 걸을 수 있는 순환 산책길이 조성되어 있어 낮의 풍경과 불빛으로 반짝이는 밤의 야경을 감상하며 산책할 수 있고, 공원 일대를 자전거를 타며 둘러볼 수도 있다.
둔산 대공원 남부에는 대전예술의 전당, 대전시립미술관, 이응노미술관, 대전시립연정국악원, 평송청소년문화센터 등 대전의 대표적인 문화예술 시설들이 자리 잡고 있어 문화생활도 즐길 수 있는 공간이다. 주변에는 신세계아트앤사이언스, 국립중앙과학관, 정부대전청사 등이 있다.",,https://www.daejeon.go.kr,대전광역시 서구 둔산대로 181 (만년동),상시 개방,연중무휴,가능,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
롯데백화점 (대전점),롯데백화점 대전점은 백화점과 할인점의 복합된 정통 고급백화점으로서 격조 높은 친절서비스를 바탕으로 고품격의 다양한 상품과 알뜰한 가격으로 고객들께 만족스러운 쇼핑 공간을 제공한다. 아울러 최신식 영화관 및 문화센터 등 다양한 편의시설을 겸비하여 소비문화수준의 질적향상에 기여하는 생활문화공간이다.,,http://store.lotteshopping.com,대전광역시 서구 계룡로 598 (괴정동) 롯데백화점,10:30~20:00,매월 상이함으로 홈페이지 참조,가능,,,"장애인 화장실 있음
손잡이, 등받이, 비상 호출벨, 영유아 거치대 있음",,,의류 / 음식 / 가전 등,,,장애인 주차장 있음,,엘리베이터 있음,"수유실 있음, 귀저기 교환대 있음",,유모차 대여 가능,"음성 안내 서비스, 오디오 가이드 있음",,,,,,,,,,,,,,,,,,,,,,,,유아용 화장실 (가족 화장실) 있음,
계족산 황톳길,"계족산 황톳길은 2006년 임도 총 14.5㎞에 질 좋은 황토 2만여 톤을 투입하여 조성한 맨발 트래킹의 명소이다. 경사가 완만해 맨발로 걷기 무리 없을 뿐 아니라, 여름에는 발끝부터 황토의 시원한 기운이 올라와 무더위를 식히기 좋다. 신발을 신고 걸을 수 있는 둘레길도 있으며, 산책로의 시작 지점에는 황톳길 이야기와 미술 작품을 살펴볼 수 있는 ‘숲 속 광장’이 있다. 놀이터나 정자 등 편의시설, 세족장이 있어 발을 담그고 잠시 머물기 좋다. 황톳길을 걷다가 푯말을 따라 20분간 더 오르면 계족산성으로 향한다. 해발 420m에 위치한 계족산성을 외부의 침입을 방어하는 삼국시대의 성벽으로 현재는 계족산의 대표 전망대로 자리매김했다. 곳곳에 벤치가 있어 산책 도중 쉬기 좋고, 자리에 앉으면 대청호, 벚꽃 나무 군락 등 대전 시내가 한눈에 담긴다.",,https://www.durunubi.kr,대전광역시 대덕구 장동 산 85,,연중무휴,,,,있음,"장동산림욕장 주차하고 안쪽으로 들어가시면 안내팻말 보이고 계족산 황톳길 시작입니다 처음에는 운동화 신고 걷다가 맨발 걷기도 해봤어요 땀도 흘리면서요😊 안에 들어가면 놀이터, 세족장, 숲 체험장, 데크길도 있고 걷기 좋아서 산림욕 제대로 했어요 주말에는 숲속음악회도 하고 오후 5시 이후 입산금지니까 일정 확인해보시고 가보세요! 그리고 모기기피제는 챙겨가는게 좋아요^^ 잘 조성된 황톳길에서 힐링했어요 ^^ 계족산 황톳길은 가족과 함께 편안하게 힐링하기 좋은 산책로입니다. 맨발로 걷는 황토길이 특히 인상적이며, 길 중간중간에 세족장이 설치되어 있어 발을 씻을 수 있으며, 놀이터, 정자 등 휴식 공간도 마련되어 있습니다 주차는 무료 건강과 자연을 동시에 느낄 수 있는 최적의 장소입니다. 황톳길이 길어서 너무 좋아요 그늘지어서 여름에도 걱정없이 걸을수 있을거같아요 맨발로 걸으니 힐링되요 아주 만족합니다 곳곳 화장실과 발 씻는장소가 있고 산책길이 좋아요 더운 여름에도 울창한 녹음으로 시원했던 계족산! 부모님과 자주 방문하는 곳이에요 아이들 전용 놀이터도 있고 발 씻는 곳이 잘 마련되어있는곳 가족과 함께 계족산 다녀왔는데 황톳길이 있어서 신발벗고 걷다가왔어요. 폭신폭신한 황토느낌 부드럽고 좋아요.",,,,"출입구에서 내부시설로 이어지는 길은 충분한 폭을 확보하고 있으며, 일부 구간이 데크가 설치되어 있음",,,,,,,,전 연령,,,,,,,,,,,,,,,,,,,,,,,,
"신탄진장 (3, 8일)","신탄진장은 대전 대덕구 북부에 위치한 신탄진역 서쪽에 자리한 전통 5일장으로 조선 후기의 기록에 처음 등장하여 약 300년 역사를 자랑한다. 1905년에는 경부선 철도 신탄진역이 생기며 급격히 발전했다. 신탄진역에서 철도 밑의 굴다리 혹은 육교를 통해 지나면서부터 본격적인 장터 모습이 나타난다. 시장에는 1000여 명의 노점 상인들과 손님들로 성황을 이룬다. 뻥튀기나 엿장수와 같은 전통시장의 명물은 물론 의류, 야채, 생선 등 각종 생필품들이 도로를 끼고 늘어선 모습은 세월을 지나도 변치 않고 있다. 시장이 시작되는 굴다리 밑에는 주로 시골에서 나온 할머니들이 좌판 가득 채소를 판매하고 있다. 대중교통은 경부선 철도 신탄진역을 이용할 수 있으며 인근에는 금강로하스산호빛공원, 금강로하스에코공원 등의 관광지가 있다.",,,대전광역시 대덕구 석봉로37번길 52-11 (석봉동),점포 별로 상이함,점포 별로 상이함,가능,,,,신탄진시장은 크지는 않지만 구경할만해요 ㅎㅎ 시간날때 오일장 구경한번 가보세요 ^^,,채소 / 과일 / 곡물 / 어패류 / 육류 / 의류 / 일용 잡화 등,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아트브릿지(대전),"아트브릿지는 대전 둔산에 위치한 공연장이다. 이곳은 공연홀, 6개의 연습실, 카페테리아를 갖추어 예술인들이 편안하게 공연하고 연습하며 휴식할 수 있는 공간을 구축하였다. 공연홀에는 피아노 2대, 연습실에는 피아노 등의 장비가 있다. 또한 클래식 공연, 각종 세미나 및 강연, VIP 프라이빗 모임, 워크샵 등을 위한 조명, 영상 장비도 준비되어 있다. 시설을 이용하기 위한 대관 서비스도 있으며 홈페이지, 전화 등을 통해 절차를 문의할 수 있다.
주변에는 한밭수목원, 대전시립미술관, 국립중앙과학관, 엑스포시민광장 등이 있어 연계하여 관광할 수 있다.",,http://www.artbridge.co.kr,대전광역시 서구 둔산대로117번길 22 (만년동) 3층,09:30~21:00,법정공휴일,가능,,공연 별로 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전광역시시설관리공단 한밭수영장(실내),"한밭수영장은 한밭종합운동장 내에 위치해 있는 실내수영장으로 대전광역시시설관리공단에서 관리하고 있다. 10개의 레인에 가로 25m, 세로 50m의 국제규격의 풀장이 갖추어져 있어 각종 수영 대회 및 수중발레 경기 등이 열리고 있으며 시민들에게 개방되어 다양한 수영교실 프로그램과 회원을 위한 무료 도서대여 등 양질의 서비스를 제공하고 있다. 특히 수질 관리에 만전을 기하고 있다.
주변에는 한화생명이글스파크, 충무체육관, 보문산, 대전아쿠아리움 등이 있다.",,http://www.djsiseol.or.kr,대전광역시 중구 대종로 373,"- 평일 06:00~21:00
- 주말·공휴일 06:00~18:00",첫번째·세번째·다섯번째 일요일 / 1월 1일 / 설·추석 연휴 / 석가탄신일 / 성탄절 등,,,"[개인]
- 성인 4,300원
- 청소년 2,700원
- 어린이 2,000원
[단체]
- 성인 3,300원
- 청소년 2,100원
- 어린이 1,500원
※ 자세한 사항은 홈페이지 참조",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대전 가수원도서관,"가수원도서관은 2000년 2월에 개관한 대전 서남부에 위치한 도서관이다. 지역주민에게 정보의 이용, 문화활동, 평생교육 등을 제공하는 것을 목표로 하고 있다. 특히 지식정보가 주민의 삶의 질 향상과 국가경쟁력에 있어 중요한 요소이기 때문에 전 세대의 주민이 편안하게 도서관을 이용할 수 있는 환경을 조성하고 다양한 자료 확보, 정보 취약 계층을 위한 서비스 확대 등을 중심으로 도서관을 운영하고 있다.
가수원도서관은 국도 4호선 계백로와 벌곡로 등을 통해 접근할 수 있으며 고속도로는 대전남부순환고속도로 서대전 IC가 가깝다. 주변에는 가수원근린공원, 건양대학교병원 등이 있다.",,http://www.seogu.go.kr,대전광역시 서구 가수원로 91-11 (가수원동),"[어린이자료실]
- 09:00~18:00
[도서전자자료실]
- 평일 09:00~22:00
- 주말 09:00~18:00
※ 자세한 사항은 홈페이지 참조",매주 월요일 / 법정공휴일 / 임시휴관일,가능,,무료,"장애인 전용 화장실 있음(2,3,4층)",대전 소소한 매력의 조용한 동네도서관 이더라구요 ^^ 주민분들도 많이 오는게 보였습니다 가을이라 책빌리기 좋은거 같아요,,,출입구까지 경사로 설치되어 있음,,장애인 전용 주차 가능_무장애 편의시설,,"엘리베이터 있음(점자블록,점자번호판)",,,,오디오 컨텐츠 있음,,도서전자자료실 / 어린이도서코너 / 청소년열람실 / 성인열람실 / 식당 / 매점 등,점자도서 있음,,,,,,,,,,,,,,,,,,,,,,
카이스트 강당·노천극장,"카이스트 강당과 노천극장은 대전 유성구 카이스트 본원 내 북부에 위치해 있는 문화시설이다. 강당은 본원 내 중앙부, 노천극장은 북부에 있다. 재학생들의 교양을 함양하고 건전한 대학 문화를 선도하며 명랑하고 풍요로운 캠퍼스 분위기 조성을 위해 다양한 장르와 프로그램의 행사를 강당과 노천극장에서 진행한다. 대공연장과 세미나실, 야외무대 등의 시설이 있으며 1,111석이 마련되어있다. 노천극장은 3,500명을 수용할 수 있다. 주요 공식 행사, 문화행사 및 각종 문화예술행사 등을 개최하며, 강당에서는 교양강좌, 학회, 세미나를 노천극장에서는 학생동아리 행사를 진행하고 있다. 최근에는 노천극장에 코인노래방을 설치하여 학생 복지에 기여하고 있다.
카이스트는 대전 대학로나 과학로를 통해 접근할 수 있으며 고속도로는 호남고속도로 지선 북대전 IC 혹은 유성 IC가 가깝다. 주변에는 갑천, 지질박물관, 화폐박물관, 성두산근린공원 등이 있다.",,http://www.kaist.ac.kr,대전광역시 유성구 대학로 291,"상시 개방
※ 내부 인원들만 이용 가능",연중무휴,가능,,무료,,,,,,,,,,,,,,,대공연장 / 세미나실 / 수영장 / 헬스룸 / 야외무대 등,,,,,,,,,,,,,,,,,,,,,,,
대덕문예회관,"대덕문화원은 2000년에 대덕문예회관으로 개장하여 200석 규모의 공연장과 전시실, 열람실 등으로 구성되어 있으며 다양한 예술문화를 즐길 수 있는 ‘문화사랑방’이다. 주된 목표는 대덕 지역민들에게 다양한 문화 예술 경험과 교육을 제공하는 것과 지역 문화를 보존·확산시키는 것이다. 이를 위해 대덕문화원에서는 전통민속축제, 공연, 전시뿐만 아니라 문학 공모 대회, 지역 거점화 문화예술교육 등을 실시하고 있다. 또한 민요, 서양화, 난타 등 폭넓은 문화강좌를 제공함으로써 지역민들에게 다양한 문화 경험을 제공하고 있다.
대덕문화원은 국도 17호선 대전로와 아리랑로가 만나는 읍내네거리와 가까우며 고속도로는 경부고속도로 신탄진 IC 및 대전 IC와 호남고속도로 지선 북대전 IC가 가깝다. 주변에는 회덕향교, 계족산 등이 있다.",,https://www.ddcc.or.kr,대전광역시 대덕구 대전로 1348 (읍내동),평일 09:00~18:00,토요일~일요일 / 법정공휴일,가능,,"- 어우렁더우렁장구 25,000원
- 명심보감 30,000원
- 월요한국화 25,000원
※ 자세한 사항은 홈페이지 참조",장애인 전용 화장실 있음,,,,출입구까지 단차 없이 평지로 연결 됨,주출입구 휠체어 통과 가능함,장애인 전용 주차공간 있음_무장애 편의시설,,장애인 전용 엘리베이터 있음,,,,,,대전시실 / 소전시실 / 공연장 / 회덕작은도서관 등,,,,,,,,,,,,,,,,,,,,,,,월요한국화 / 명심보감 / 어우렁더우렁장구 등
유성문화원,"유성문화원은 대전 유성구 중심가에 위치한 문화예술기관이다. 이 곳은 유성 지역의 문화예술을 통해 지역주민과 소통하고 화합하며 지역주민의 평생학습을 위한 문화학교를 운영하고 있다. 또한 지역 문화 창출의 산실로서 각종 전시회 및 강연회, 지역축제는 물론, 지역의 민속놀이와 문화재 사료의 수집 및 정리, 발간작업 등을 통하여 우리 지역에 산재해 있는 문화유산을 후손들에게 물려주는 일에 최선을 다하고 있다. 그리고 역사문화고장 만들기 일환인 향토사 연구 등을 통해 문화유산의 보존과 전통의 현대적 계승 사업을 진행하고 있다. 또한, 전통강좌를 비롯한 강좌운영 및 창의적 프로그램 개발 등 문화예술교육을 통한 문화역량 강화를 꾀하고 있다. 그리고 가족단위 문화예술 향유와 문화봉사활동 프로그램 개발을 통한 여가문화의 질 향상도 추진하고 있다.
유성문화원은 한밭대로, 유성대로, 대학로에서 문화원로를 통해 접근할 수 있으며 고속도로는 호남고속도로 지선 유성 IC가 가깝다. 주변에는 충남대학교 대덕캠퍼스, 유성온천, 유림공원, 대전월드컵경기장 등이 있다.",,http://www.yuseong.or.kr,대전광역시 유성구 문화원로 46,09:00~18:00,매주 일요일 / 법정공휴일,가능,,프로그램 별로 상이함으로 홈페이지 참조,장애인 전용 화장실 있음(1층),,,,출입구까지 단차가 없어 휠체어 접근 가능함,주출입구는 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음(2대)_무장애 편의시설,,엘리베이터 있음,,,,,,전시실 / 다목적실 / 취미교실 / 전통문화교실 등,,,,,,,,,,,,,,,,,,,,,,,
대전 중구문화원,"대전 중구문화원은 대전 지역의 향토 문화를 보존하고 전승하기 위해 노력하고 있는 곳이다. 1953년 4월에 개관하였으며 주요 사업으로는 지역 문화 공동체 교육, 지역민의 문화 복지 참여 기회 확대, 지역 문화 홍보 및 상호 교류 등이 있다. 시설은 전시실, 세미나실, 강의실, 관악 및 합창연습장, 향토자료관, 도서관 등을 갖추고 있다. 공연장과 전시실, 세미나실, 강의실은 대관이 가능하며, 사전 문의 및 대관 신청 후 이용할 수 있다. 또한, 대전근대문화유산순례나 백일장 대회, 기악합주지도법 등 각종 행사를 주관하여 지역민들에게 다양한 전통문화를 제공하고 있다.
인근에는 은행동 으능정이 문화의거리, 성심당 본점, 한화생명이글스파크, 충무체육관 등이 있다.",,http://www.djcc.or.kr,대전광역시 중구 대흥로 109 (대흥동),09:00~18:00,매주 토요일~일요일 / 법정공휴일,가능,,,장애인 전용 화장실 있음(1층),,,,출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 전용 주차가능(1대)_무장애 편의시설,,장애인용 엘리베이터 있음,,,,,,공연장 / 전시관 / 관악·합창연습장 / 유아놀이방 등,,공연장 장애인 전용 관람석 있음(A열 맨 앞 좌측),,,,,,,,,,,,,,,,,,,,,
계룡산 수통골,도심과 가까우며 사람과 물이 통하는 아름다운 계곡과 수놓은 비단처럼 아름다운 산이 펼쳐지는 계룡산국립공원 수통골지구의 대표 탐방코스. 시화 밸리의 낭만에 수통폭포와 계곡이 만들어내는 청량감을 느끼며수놓은 비단같이 아름다운 금수봉에 이르는 코스로 대도시에서 가깝고 등산로가 가파르지 않아 가벼운 등산으로 부담 없이 많은 탐방객들이 연중 찾고 있다.,,http://gyeryong.knps.or.kr,대전광역시 유성구 수통골로 47-3,상시 개방,연중무휴,,,,있음,"수통골 산책하기도 좋고 등산하기도 좋아요~ 맛집과 커피숍도 많아서 사람이 항상 많아요 물도 엄청 맑고 벚꽃 구경도 가고 사계절 너무 좋은 곳입니다 주차장이 넓고 산책하기에 매우 좋습니다 나무가 많아서 공기가 아주 맑아요 힐링하러 가기 딱 좋아요 수통골은 학생일때 수련회로도 가고 그냥 이곳저곳 자주 갔었는데 나이 먹어서 가니까 다른 느낌이더군요 나무가 많고 계곡이 흘러서 자연을 즐기기에는 정말 딱이였습니다 날씨가 좋을때 가면 힐링을 제대로 할 수 있을 것 같아요 등산코스도그리 길지 않아서 생각보다 잘 즐기고 왔습니다 입구에 카페와 음식점들이 많이 생겨서 볼거리가 더 늘었네요 버스도 자주 다니니 대중교통으로도 충분히 갈 수 있어서 더 좋았습니다
닫기 빌딩 숲, 아파트 숲에서 지친 분들께 자신 있게 소개하는, 도심에서 멀지 않은 '진짜 숲'입니다. 사계절 이름이 달라지는 금강산처럼 봄 여름 가을 겨울 그때마다 어울리는 이파리와 풍경, 그리고 색채들로 손님을 반겨주는 매력 있는 곳! 이따금 복잡한 마음 정리하고 싶을 때마다 계획 없이 가볍게 갔다 온답니다. 입구에 넉넉한 주차 공간이 있긴 한데 주말이나 인파 붐비는 시간대에는 손님이 많아서 차가 없는 경우도 많으니 이 점은 오실 때 참고하세요. 참, 주변에 감나무골 같은 맛집도 많아서 땀 흘려 산행하고 맛보는 꿀맛 식사도 추천드립니다.
닫기 대전 기차여행으로 계룡산 수통골 방문했는데요 국립공원 해설사님의 나무에 대한 특징과 이름등 해설을 들으며 걸으니 시간이 후딱이네요 나무에 대해 알게 되어 좋은 시간이었어요 근처에 식사 할 곳도 많아서 식서하고 소화 시킬겸 산챡하기에도 너무 좋더러고여~ 버로 옆으로 계곡아 있어서 시원하고 길도 잘 되어 있어서 곧기 편해요~ 작은 폭포도 있어서 좋았어요~ 금수봉은 등산 초보에게는 너무 어렵더라고요 ㅠㅠ 경사가 가팔라서 저에게는 난이도 상이였어요~ 도심과 가까운 산이라 산책하기에도 등산하기에도 너무너무 좋고 깨끗한 곳입니다. 자주 방문하는 명소랍니다!",,,수통골 무장애탐방로 구간 있음(일부구간),,장애인 전용 주차구역 있음(3대)_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
