place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,지정현황,화장실,이용가능시설,이용요금,규모,접근로,출입통로,장애인 주차 안내,엘리베이터,휠체어,수유실,유모차,관람석,주차 요금,주차요금,지체장애 기타 상세,점자 홍보물,오디오 가이드,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,시설이용료,체험가능 연령,판매 품목,대중 교통,주요시설,시각장애 기타상세,청각 장애 기타상세,개장기간,부대시설,수용인원,할인 정보,보유장비,대여안내,객실,강습안내,입점브랜드,보조견 동반,안내 요원,스포츠 시설 여부,점자 블록,유도안내 설비,바비큐장여부,세미나실 여부,영업시간,대표메뉴,취급메뉴,코스안내,매표소,이용 시기,청각장애 기타상세,보조견동반,영유아가족 기타상세,체험
광시한우거리,"광시한우거리는 한우 암소고기 전문 고깃집이 밀집한 거리이다. 이 거리에는 지방도 619호선 도로변 약 300m에 걸쳐 20여 개의 고깃집이 있는데 대부분 음식점과 정육점을 겸한다. 30여 년 전부터 고깃집이 하나둘 생겨났는데 이제는 전국 각지에서 찾아들 정도로 유명한 거리가 되었다. 이곳의 고깃집들은 직접 도축하거나 인근에서 한우 암소를 가져오기 때문에 육질이 좋고 신선하다. 음식점에서는 생등심에서 특수부위, 육회, 소고기 버섯전골 등 다양한 부위와 요리의 한우를 맛볼 수 있다.
인근에는 예당저수지, 대흥슬로시티, 예산황새공원, 봉수산자연휴양림, 봉수산수목원 등이 있다.",,충남 문화관광 https://tour.chungnam.go.kr,충청남도 예산군 광시소길 6,매장별로 상이함,매장별로 상이함,가능(소형 110대 / 대형 10대),,"정말 우연히 지나가다가 들렸던 곳으로 고기맛이 정말 일품이었던 곳입니다. 다만 숙소가 한곳 밖에 없어 음주에는 제약이 있다는것이 좀 아쉬운 점입니다. 예당호를 따라 의좋은마을을 지나 쭈욱 올라오면 나오는 곳! 신선한 육회도 맛있고, 소머리국밥도 추천드립니다!",,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송곡서원(서산),"서산 정 씨 시조인 정신보의 학문과 덕행을 기리기 위해 세운 서원이다. 정신 보는 원래 중국 송나라 사람으로 나라가 망하자, 고려로 망명한 후 서산에 정착하여 살았다. 숙종 20년(1694)에 세운 후 흥선대원군의 서원철폐령으로 고종 8년(1871)에 해체되었다가 1910년 유양목 등 유림이 복원하였다.
경내에는 선현의 제사를 지내는 사당과 기숙사인 동재, 서재, 출입문 등이 있다. 사당은 정신보와 추가로 모신 8분의 유학자(정인경, 유방택, 윤황, 유백유, 유박순, 유윤, 김적, 김위재)를 포함하여 총 9명의 위패를 모시고 있다.
건물은 앞면 3칸, 옆면 2칸 규모로, 지붕은 옆면에서 볼 때 여덟 팔(八) 자 모양인 팔작지붕으로 꾸몄다. 이 서원은 지방 교육의 일익을 담당하던 기능은 없어지고, 지금은 해마다 2월과 8월에 제사를 지내고 있다.",,https://www.seosan.go.kr/tour/,충청남도 서산시 인지면 무학로 1353-9,상시 개방,연중무휴,가능,무료,와우 ㅡ 송곡서원 앞에 당당히 서있는 향나무 두 그루가 일품입니다.,충청남도 문화유산자료 송곡서원 (1984.05.17 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이안숲속,"이안숲속은 공주시 동부에 위치한 체험 및 휴식의 공간이다. 우리나라 자생식물종의 현지보존과 산림에 대한 자연 학습 교육을 목적으로 1999년부터 조성했다. 총 1,118ha의 면적에 목본식물 1,836종류와 초본식물 1,418종류가 살고 있다. 그 결과, 열대 식물관을 비롯해 각종 전시관과 하늘마루 등과 같은 테마별 공간이 조성되었다. 이안숲속은 어린이들에게는 사계절 내내 자연학습장으로, 지친 현대인들에게는 도시를 떠나 자연의 편안함과 호젓함 속에서 마음의 안식을 찾는 쉼터의 역할을 하고 있다.
주요 시설로는 사계절 썰매장, 어린이 동물원, 공룡랜드, 물놀이장이 있고 펜션 및 오토캠핑장, 각종 계절별 체험장도 운영하고 있어 가족 단위로 방문하기 좋다.",,공식 홈페이지 http://www.e-anland.com,충청남도 공주시 반포면 수목원길 25 (반포면),10:00~17:00,연중무휴,가능 (소형 100대 / 대형 10대),,,,장애인용 화장실 있음,"[주요시설]
어린이동물원,공룡랜드,사계절썰매장,물놀이장,놀이공원,3D영상관,허브정원,알록달록체험장
[숙박시설]
펜션,인디안빌리지,카라반,글램핑",,,,,,,휠체어 대여 가능함,,,,,,,,,,,,,,,,,"[기본 프로그램]
- 대인 10,000원
- 소인 12,000원
- 단체 8,000원",전 연령,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,화분심기 / 나무펜던트 목걸이 만들기 / 동물먹이체험 / 가을 밤줍기
남당리 행복마을,"서천 비인면에 있는 남당리는 개발되지 않고 자연이 잘 유지된 전원마을로 도시민이 전원적인 농촌 분위기를 체험할 수 있는 팜스테이 마을이다.
그러면서도 도로가 잘 연결되어 있어 드라이브를 즐기기에도 좋다. 약 500년 수령의 은행나무가 편안한 시골 마을의 정취를 느끼게 해준다. 마을 안에는 팜스테이 숙소 2동, 세미나실, 조리실, 족구장 등이 있다. 또한 넝쿨 콩 따기, 손두부 만들기, 고추따기 등의 농촌 체험 프로그램이 마련되어 있다. 이 마을에는 신구저수지가 있는데 토종 붕어, 중태기 등 민물고기와 반딧불을 볼 수 있으며, 숲과 어우러져 마치 원시림을 연상케 하는 자연 생태를 체험할 수 있다.
마을 주변에는 월명산, 비인해수욕장 등이 있어 연계하여 관광하기 좋다.",,https://tour.seocheon.go.kr,충청남도 서천군 비인면 남당길63번길 23-6,,,가능,,우연하게 지나가다 들려봤던곳인데 옛분위기가 너무 좋은 곳 이었어요~ 한적함이 낭만이고 여러가지 체험도 가능하다던데 다음번에 각잡고 한번 더 가고싶은 마음이 드는 곳이랍니다.,녹색농촌체험마을,있음(남녀 구분),"행복체험학습장, 건강관리실, 산책로, 밤나무 숲, 수목원 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[농촌 체험 프로그램]
농사체험, 두부만들기, 모시떡만들기, 한과만들기 등"
노성향교,"향교는 훌륭한 유학자의 제사를 지내고 지역민을 교육하기 위하여 설립한 고려·조선시대의 국립 지방 교육기관이다. 조선시대에는 국가로부터 토지와 노비 등을 지급받아 교관이 교생을 가르쳤으나, 1894년 갑오개혁으로 근대 교육이 본격화되면서 교육적 기능은 폐지되었다.
노성향교는 조선 전기에 창건된 향교이다. 그 후 1967년과 1975년 두 차례에 걸쳐 중수되었다. 대성전, 명륜당, 동재, 서재, 삼문, 대성전이 등이 현존하며, 대성전에는 중국과 조선의 유학자 18현의 위패가 봉안되어 있다. 봄 ·가을에 석전제를 거행한다. 노성향교는 앞에는 네모난 형태의 조그마한 연못이 있으며 외삼문 앞의 배롱나무꽃이 아름답다.
바로 옆에는 한옥 체험이 가능한 조선 후기의 전통 한옥인 명재고택이 있고 마을 안에는 사찰 궐리사가 있으며 인근에는 노성산성이 있다.",,http://www.cha.go.kr,충청남도 논산시 노성면 노성산성길 54,,,"가능
요금(무료)",,논산 명재고택과 인접하여 있어요. 노성향교의 문이 닫혀 있다면 바로 앞 명재고택의 연못에 잠시 쉬었다 가세요.,충청남도 기념물 노성향교 (1997.12.23. 지정),있음(남녀 구분),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보령향교,"향교는 훌륭한 유학자의 제사를 지내고 지역민을 교육하기 위하여 설립한 고려·조선시대의 국립 지방 교육기관이다. 조선시대에는 국가로부터 토지와 노비 등을 지급받아 교관이 교생을 가르쳤으나, 1894년 갑오개혁으로 근대 교육이 본격화되면서 교육적 기능은 폐지되었다.
보령향교는 보령시 주포면에 있는 조선시대의 향교이다. 여러 차례 중수되었으며, 현존하는 건축물로는 정면 5칸 측면 3칸의 맞배지붕으로 된 대성전을 비롯하여 부속건물이 있으며, 전학후묘의 일반적 배치 양식을 따르고 있다. 동재, 서재는 기숙사이며, 명륜당은 강의실이다. 대성전에는 공자를 위시한 중국 5성과 4현, 우리나라 18현의 위패가 봉안되어 있다.
현재 보령향교에서는 미래학교, 여름바캉스, 요리체험 등의 프로그램을 활발하게 진행하고 있다.
주변 관광 명소는 보령성곽, 보령관아문, 진당산, 보령리 5층석탑이 있다.",,https://www.brcn.go.kr,충청남도 보령시 주포면 향교말길 45 (주포면),상시 개방,연중무휴,가능,,,충청남도 기념물 보령향교 (1997.12.23 지정),있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
봉서사(서천),"이곳은 서천 건지산(127m) 자락에 있는 사찰로 공주 마곡사의 말사이기도 하다. 창건 시기는 정확히 알 수 없으나 1799년(정조 23)의 기록에 등장하는 것으로 보아 늦어도 이 시기에는 이미 존재하였던 것으로 보인다. 역사적으로는 조선 후기 문신 석북 신광수(1712~1775), 독립운동가 월남 이상재(1850~1927), 서천 출신의 시인 석초 신응식(1909~1975) 등이 머물며 공부한 곳이기도 하다. 현재 사찰에는 극락전, 삼성각, 심검당, 종무소 등이 있으며, 극락전에는 1619년(광해군 11)에 제작되어 보물로 지정된 조선 중기의 목조아미타여래삼존좌상이 봉안되어 있다. 또한 충청남도 문화재자료로 지정된 소조삼존불상도 있다.
봉서사가 있는 건지산에는 백제시대에 쌓은 건지산성이 있다. 그 외에도 주변에 문헌서원, 한산모시관, 한산소곡주 양조장, 한산읍성, 한산 오일장, 신성리 갈대밭 등이 있어 연계하여 관광하기 좋다.",,충남 문화관광 https://tour.chungnam.go.kr,충청남도 서천군 한산면 건지산길 113 (한산면),상시 개방,연중무휴,가능(소형 10대),,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박동진 판소리전수관,"판소리의 대가 박동진 옹(국가무형문화재 5호 적벽가 예능보유자)은 공주 무릉동 출신으로, 천신만고의 역경을 딛고 한평생 예술혼을 불태운 불사조이다. 출생지인 무릉동에 판소리 전수관을 건립, 후진 양성과 판소리의 맥을 이어 주기 위하여 판소리 5 바탕(적벽가, 춘향가, 수궁가, 심청가, 흥부가), 성서 판소리, 단가, 남도민요 등을 가르칠 교육의 장을 열어 놓고 있다.

그동안의 전수활동으로는 훌륭한 명창을 배출하기 위한 전문인의 양성은 물론 전국의 시민을 대상으로 한 판소리 체험(공주시 시티투어), 대한적십자사 사할린 모국 방문단의 우리 문화 체험, 사회복지관 및 장애인의 판소리 체험, 청소년 수련원 판소리 체험학습, 일선 학교에서 실시하는 현장 판소리 체험학습, 교육연수원 초청 전통문화(판소리) 체험학습, 노인대학 판소리 체험, 각종 행사 참여 및 지원활동 등으로 지방 문화의 활성화와 판소리의 대중화를 위한 전수활동에 많은 노력을 기울이고 있다.",,http://www.parkdongjin.com,충청남도 공주시 무릉중말길 22-14,09:00~17:00,"매주 일요일, 월요일 / 법정 공휴일 / 설·추석 연휴",가능,,"판소리에 대해 알 수도 있고, 멋진 한옥을 보며 산책하기에도 좋은 곳이었습니다.박동진 명창의 생애와 업적도 관람할 수 있었고요, 박동진 명창의 소리도 직접 감상할 수 있었습니다.연습 때 사용하시던 소리책과 공연에서 사용하시던 부채, 의상 등을 보며 평소 쉽게 접할 수 없었던 판소리에 대해 알 수 있어 좋았습니다.",,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,판소리 체험
아산향교,"아산향교는 처음 지은 연대는 알 수 없고, 조선 선조 8년(1575) 아산리 동쪽 향교골에서 지금 있는 자리로 옮겨 지었고, 고종 1년(1864)에 중수하였다. 현재 남아 있는 경내건물로는 대성전, 명륜당, 내삼문, 외삼문 등이다. 대성전은 제사 지내는 공간으로, 앞면 3칸, 옆면 2칸 규모이며, 지붕은 옆면에서 볼 때 사람 인(人) 자 모양인 맞배지붕이다. 지붕 처마를 받치기 위해 장식하여 만든 공포는 새 날개 모양인 익공 양식으로 꾸몄다. 안에는 공자를 비롯하여 중국과 우리나라 성현들의 위패를 모시고 있다. 명륜당은 학생들이 모여 공부하는 강당으로, 대성전과 마찬가지로 앞면 3칸, 옆면 2칸 규모에 맞배지붕이다.",,https://www.heritage.go.kr/,충청남도 아산시 영인면 여민루길 82,상시 개방,연중무휴,,무료,,충청남도 기념물 아산향교 (1997.12.23 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
금강암(보령),"금강암(金剛庵)은 보령시 미산면 용수리에 있는 높이 411.8m 양각산(羊角山)의 동편 중턱에 자리 잡은 사찰이다. 1481년(성종 12)에 편찬된 '동국여지승람(東國輿地勝覽)'에는 사찰 이름이 ‘옥계사(玉溪寺)’로 나와 있으며, 1799년(정조 23)에 간행된 '범우고(梵宇攷)'와 1930년대에 이병연(李秉延)이 찬술한 '조선환여승람(朝鮮寰輿勝覽)'에는 ‘옥계사’라는 이름을 기록한 뒤에 지금은 '금강암'이라 칭한다는 설명이 붙어 있다. 조선 후기에 암행어사(暗行御史)로 활약한 박문수(朴文秀)의 할아버지 박선(朴銑)이 자주 찾았다고 하는 설도 전해진다. 비문(碑文)에 의하면 금강암을 창건한 영암은 무학대사(無學大師)의 제자이며, 영암이 금강암을 창건한 이유는 태종의 후비였던 궁주 권 씨(宮主 權氏)의 소원을 빌기 위해 원당(願堂)으로 창건한 것이다. 궁주 권 씨의 아버지인 영가군(永嘉君) 권홍(權弘)과 궁주 권 씨의 딸인 옹주 이 씨(翁主 李氏)가 후원하였다.",,https://tour.chungnam.go.kr/,충청남도 보령시 미산면 보령호로 1139-102,상시 개방,연중무휴,가능,무료,현재 보령여행중입니다. 한가로이 사찰구경 좋습니다 . 여기는 특이한게 나무안에 보살님이 있어요^^,충청남도 유형문화유산 보령금강암석불및비편 (2000.09.20. 지정),있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신안사(금산),"금산군 제원면 신안리 동북쪽에 있는 해발 677m의 신음산 국사봉에서 내려온 지맥의 산록에 있는 신안사는 신라 26대 진평왕 5년에 무염선사가 창건했다. 신라 진평왕 5년(583)에 무염선사가 창건한 이 절의 이름에 ‘몸 신’ 자가 들어간 것은 경순왕(재위 927∼935)이 천태산 동쪽 자락에 위치하고 있는 영국사에서 수학할 때 이곳에서 가끔 머무른 데서 유래한다. 이 절집의 앉음새와 물 맑고 아늑한 주변 산세에 반한 경순왕은 “이곳에 있으니 몸과 마음이 편안하다”라고 해서 이름 지은 것이다. 경순왕이 보고 느꼈을 풍광과 분위기는 그로부터 천년의 세월이 흐른 지금도 여전하다.
신안사에는 대광전, 진향각, 극락전, 요묵당 등이 있었는데 지금은 대광전과 극락전만이 남아 그 명맥을 유지하고 있다. 불상은 10기가 봉안되어 있었으나 병화로 소실되어 태고사 등으로 5기를 이봉하고 현재 5기만이 봉안되어 있는데, 단정하고 우아한 모습은 참배자에게 불심을 일으키게 하는 조선 미술의 걸작품이다. 이 절이 흥할 때에는 반승 3,000여 명이 수학하였다 하며 불경, 불기 등 여러 가지 비품이 많았는데 6.25 전란을 겪으면서 모두 소실되어 찾을 길이 없다. 다만 절 앞을 흘러내리는 계곡의 아름다움은 변함이 없다.",,금산군 문화관광 http://www.geumsan.go.kr/tour,충청남도 금산군 신안사로 970 신안사,09:00~18:00,연중개방,가능(소형 40대),무료,,충청남도 유형문화재(신안사 극락전/금산 신안사 아미타삼존불좌상/신안사 대광전),있음,,,,,,,,,,,,,,,,,,,,,,,,,,전연령,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아산 윤보선 대통령 생가,"윤보선 대통령은 대한민국 제4대 대통령을 역임하였으며, 헌정 사상 최초의 의원 내각제 하 대통령이다. 본적은 충청남도 아산, 호는 해위(海葦), 기독교 집안인 중추원의관 동야 윤치소 씨와 중추원의관을 지낸 전주 이 씨 이재룡 씨의 장녀인 이범숙 씨 사이에서 맏아들로 태어났다. 1913년 일본 유학길에 올랐던 윤보선은 이후 여운형을 따라 상하이로 건너가 상해임시정부에 들어가 약관의 나이에 독립운동에 투신하였으며 영국에서 옥스퍼드와 에든버러 대학에서 고고학을 전공하였다. 해방 후 서울시장 및 상공부장관을 맡으며 출세가도를 달렸으나 대통령 직선제 개헌안과 사사오입 등의 개헌을 통해 이승만의 장기집권을 도모하자 야당들을 통합하여 민주당을 탄생시켰고, 야당인 민주당 소속으로 3, 4, 5대 국회의원에 당선되었다. 1960년 4.19 혁명이 일어나자 윤보선은 민의원과 참의원의 양원합동회의에서 내각제 대통령으로 당선되었으나 1961년 5.16 군사정변으로 신군부에 의해 강제적으로 물러나게 되었으며 74년 정계를 은퇴하여 부인 공덕귀 여사와 함께 유신체제에 항거하는 재야지도자가 되었다.

윤보선 대통령이 태어난 생가는 충남 아산시 둔포면 신항리 143번지에 위치해 있으며, 1984년 12월에 국가민속문화유산 제196호로 지정되었다. 3138㎡의 생가 터에 사랑채, 안채, 문간채, 행랑채 등의 구조로 윤보선 대통령의 부친인 윤치소가 1907년에 지었다고 하며, 주변은 해평 윤 씨 집성촌으로 현재는 전통가옥(윤일선가옥, 윤승구가옥, 윤제형가옥)들과 함께 하나의 권역을 이루고 있다. 평생을 나라사랑과 민주화된 조국을 염원했던 윤보선 대통령의 일생은 불의에 대한 저항과 사회에 대한 책임 등 그 정신적 바탕에는 아산이라는 지역정서가 크게 담겨 있으며, 둔포면 신항리는 우리나라 개화기 시대의 선각자들인 윤 씨 가문의 전통이 녹아 있는 지역이기도 하다.",,https://tour.chungnam.go.kr/prog/,충청남도 아산시 둔포면 해위길52번길 29,상시 개방,연중무휴,가능 (소형 30대 / 대형 2대),,,국가민속문화유산 아산 윤보선 대통령 생가 (1984.12.24 지정),있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
