,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,화장실,지정현황,주차 요금,이용요금,접근로,출입통로,수유실,이용가능시설,장애인 주차 안내,엘리베이터,휠체어,유모차,시설이용료,수용인원,할인 정보,지체장애 기타 상세,주차요금,판매 품목,오디오 가이드,점자 홍보물,대중 교통,체험가능 연령,규모,시각장애 기타상세,관람석,주요시설,보유장비,대여안내,강습안내,부대시설,이용 시기,개장기간,유아용보조의자,객실,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,객실유형,점자 블록,안내 요원,코스안내,보조견 동반,입점브랜드,노래방 여부,예약안내 홈페이지,뷰티시설여부,유도안내 설비,영유아가족 기타상세,체험
10,다맥어촌체험마을,"다맥어촌체험마을은 사천시 서포면 다평리에 위치한 어촌체험마을이다. 산맥이 매우 넓고 여러 갈래로 이어져 있어 다맥이라고 부르게 되었다고 한다. 바다와 섬, 갯벌이 어우러진 곳으로 경관이 수려하고 굴, 전어, 낙지 등이 유명하다. 어촌체험마을답게 바지락, 굴, 모시조개, 고둥 등 다양한 해산물을 직접 채취할 수 있어 아이들의 체험학습에도 좋으며, 낚시, 산악자전거 등 다채로운 체험을 즐길 수 있다. 마을 안에는 사천시 어촌체험 교육관이 있어 숙박시설로 이용할 수 있으며, 족구·배구·농구 등을 즐길 수 있는 체육시설과 주차장이 구비되어 있다.",,http://www.다맥어촌체험마을.kr/,경상남도 사천시 서포면 다평로 2,상시 개방,연중무휴,가능,,,있음,,,,,,,,,,,,※ 프로그램마다 상이하므로 전화문의 요망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,갯벌체험 / 바다낚시 / 승선체험 등
11,김해목재문화박물관,"김해목재문화박물관은 전통과 현대의 목재 문화를 조명하고 향유하기 위한 자료수집, 연구, 전시, 교육, 목공 체험의 기능을 갖춘 목재문화 특성화 체험형 박물관이다. 목재문화 전통을 이해하고, 현대 생활문화로 이어질 수 있도록 지속 가능한 천연자원인 목재에 대한 이해, 목재의 물성을 이용한 전통 목재 유물 및 현대의 목공예 작품도 함께 전시하고 있다.
이곳은 목공예체험이 가능한 박물관으로 목공은 나무가 가진 따스함을 느끼며 자연적 삶을 가꾸는 생산적인 놀이이자 내 손으로 만드는 즐거움까지 더해져 정서 안정의 힘을 가진 취미생활로 주목받고 있다. 원목 교구재를 만지며 나무와 친해질 유아에서부터 나만의 여가를 채우는 성인 목공까지 누구나 목재체험을 할 수 있다.",,https://www.gimhae.go.kr/wood.web,경상남도 김해시 관동로27번길 5-49 (관동동),09:00~18:00 (입장 마감 17:30),매주 월요일 / 1월 1일 / 설·추석,가능 (일반 20대 / 장애인전용 1대),,목공예 체험도 가능하다니 꼭한번 가보고싶네요. .,장애인 화장실 있음,,무료,"[목공체험 체험료]
- 개인 2,000원
- 단체(20인 이상) 1,600원
- 복지 1,400원
※ 재료비는 품목별 별도 부과
[꿈크는나무놀이터 체험료]
- 개인 6,000원
- 단체(20인 이상) 4,800원
- 복지 4,200원
※ 인솔자 또는 보호자 무료 입장
※ 자세한 사항은 홈페이지 참조",출입구까지 경사로가 설치되어 있음,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),수유실 있음(2층),,장애인 주차장 있음(1대)_무장애 편의시설,엘리베이터 있음,,,,꿈크는나무놀이터 : 15명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"목공체험프로그램
※ 자세한 사항은 홈페이지 참조"
12,단장숲유원지,"단장숲은 단장천 변에 바로 접해 있는 수십 그루의 아주 오래된 나무가 풍성한 숲을 이루고 있는 곳으로, 숲 중간에는 용회교가 있고 여름에는 교량 아래에서 따가운 햇볕을 피할 수 있어 매년 많은 피서객들이 방문하는 곳이다.
단장숲유원지는 나무숲 바로 아래에 있는 관개용수로에서 어린이들이 안전하게 물놀이를 즐길 수 있고, 단장숲 아래에도 나무그늘이 많이 조성되어 있어 가족들이 휴식하며 물놀이하기에 좋은 곳이다. 취사나 야영도 가능하며, 반려동물 출입도 가능한 유원지이다.",,,경상남도 밀양시 단장면 단장리,상시 개방,연중무휴,가능,무료,"여름에 주차비 만원 내고 종일 텐트 치고 놀수 있어요 수심도 얕은 곳부터 제법 깊은 곳까지 있고 119 안전요원 분들도 계셔서 안심이 되더라구요 수온도 적당해 아이들과 놀기에 딱 좋았어요 주차는 계곡 위쪽 넓은 공터에 가능합니다. 요금은 하루 종일 소형은 오천원 대형은 만원입니다.현금,계좌이체만 가능 합니다. 여름이면 아이들이 얕은 물가에서 안전하게 물놀이도 하고요, 나무그늘이 많아 가족들이 취사나 야영하기에도 좋은 곳입니다.애견도 동반가능해서 당일치기 계곡 물놀이로 유명한 곳이기도 하고요. 요즘에는 한산하지만 여름 성수기때에는 일찍 안가면 자리가 없습니다. 평상 대여도 가능...
더보기",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,강양향교,"강양향교는 공자와 여러 성현께 제사를 지내고, 지방민의 교육과 교화를 위해 나라에서 세운 교육기관이다. 합천군 소재지에 처음 지었던 합천향교는 조선 고종 18년(1881) 합천군청을 야로면으로 옮기면서 함께 옮겼다. 그 뒤 1965년 합천·용주·율곡·대양면의 유림이 현재의 자리에 강양향교를 새로 지었다.
건물은 제사를 지내는 공간인 대성전, 내삼문, 교육 기능을 수행하는 강당인 명륜당 등으로 구성되어 있다. 대성전은 정면 5칸, 측면 2칸의 팔작지붕 건물이다. 조선시대에는 나라에서 토지와 노비·책 등을 지원받아 학생들을 가르쳤으나, 지금은 교육 기능은 없어지고 제사 기능만 남아 있으며 우리나라에 남아 있는 향교 232개소 중에서 가장 마지막에 지은 향교이다.",,https://www.heritage.go.kr,경상남도 합천군 합천읍 충효로1길 5-14,상시 개방,연중무휴,가능(소형 7대),,,,경상남도 문화유산자료 합천 강양향교 (1994.07.04. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,청소년인성교육 / 충효교실 / 기로연재연 / 향례
14,진주청동기문화박물관,"임진왜란의 격전지이자 논개의 혼이 서린 남강은 선사 시대로부터 농사를 지을 수 있는 넓고 비옥한 충적지를 만들어주었고, 잉여 생산물과 옥을 교역할 수 있는 길을 만들어 주었다. 청동기시대 대평 일대는 우리나라에서 가장 풍요롭고 번성한 마을을 이루었다. 400 여동이 넘는 청동기시대 집터와 고도의 토목기술과 노동력이 집약된 최대 44,000㎡ 범위의 방어시설, 그리고 국내 최대 규모의 밭 유적을 발굴하였다.
진주청동기문화박물관은 상설전시장과 입체상영관, 야외전시장과 수변 산책로를 갖춘 전문박물관으로 청동기시대 번성한 대평 마을의 모습을 보여주고 있다. 학계 자문을 거쳐 국내에서 최초로 발굴 현장과 생활상을 연계하여 재현한 전시를 제공하며, 약 300여 점의 진품 유물과 다양한 실감형 기술로 청동기시대 대평 사람들의 삶의 모습을 생생하게 표현하였다.",,https://www.jinju.go.kr/bronze.web,경상남도 진주시 대평면 호반로 1353,"[3월~10월]
09:00~18:00 (매표 마감 17:30)
[11월~2월]
09:00~17:00 (매표 마감 16:30)",매주 월요일 / 1월 1일 / 설·추석,가능 (95대),,"체험, 관람 편의성 모두 훌륭합니다 아이들이 특히 좋아하구요 더운 여름에 방문하시면 좋아요 고대의 숨결이 살아 숨 쉬는 시간여행의 시작점인 진주청동기문화박물관. 청동기 시대의 빛나는 유산이 담긴 보물 창고 같은 곳에서 아이들과 함께 소중한 추억을 남기고 왔답니다.",장애인 전용 화장실 있음,,무료,"- 어른 1,000원
- 청소년 / 군인 700원
- 어린이 500원
※ 무료 : 6세 이하 / 65세 이상 / 국가유공자 / 등록장애인 등",출입구까지 단차가 없어 휠체어 접근 가능함,,,,장애인 전용 주차구역 있음(6대)_무장애 편의시설,엘리베이터 있음,,,,,진주 시민 50% 할인,보행의 연속성 양호함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,영상관람체험
15,경상남도수목원,"경상남도수목원은 서부경남의 중심권인 진주시 이반성면 대천리 일원의 1,001,465㎡면적에 전문수목원, 화목원, 열대식물원, 무궁화공원 등 우리나라 온대 남부지역 수목위주로 국내·외 식물을 3,634여 종을 수집하여 보전하고 있다. 특색 있는 수목원으로 거듭나기 위하여 다양한 테마시설, 가족단위 체험시설과 경관숲, 물순환시설, 대나무숲관찰원 등을 조성하여 개방하고 있으며, 수목원의 고유기능인 식물유전자원의 보전증식, 식물표본수집은 물론 산림박물관, 야생동물관찰원 등과 어우러져 자연학습과 가족단위의 건전한 휴식 장소로 이용되고 있다.",,http://www.gyeongnam.go.kr/tree/index.gyeong,경상남도 진주시 이반성면 수목원로 386,"[하절기(3월~10월)]
09:00~18:00 (입장마감 17:00)
[동절기(11월~2월)]
09:00~17:00 (입장마감 16:00)","매주 월요일 (단, 월요일이 공휴일인 경우 그 다음날 휴관) / 1월 1일 / 설·추석",가능 (372대),"[개인]
- 어른 1,500원
- 청소년 / 군인 1,000원
- 어린이 500원
[단체(30인 이상)]
- 어른 1,200원
- 청소년 / 군인 800원
- 어린이 400원
※ 무료 : 만 6세 이하 / 만 65세 이상 / 국가유공자 등
※ 자세한 사항은 홈페이지 참조","한적하게 돌아볼수 있어서 좋아요~ 산책겸 걸어도 힐링되고 좋고, 중간에 데크도 있어서 앉아 쉬면서 얘기 나누기도 좋더라구요~~ 나무가 많아 자연을 느낄수 있습니다~~~ 수목원 저번 일요일에 다녀왔는데요 .. 수목원은 사계절을 내내 볼수 있는곳이죠 주차장이 넓어 주차하기 편하고 크고 넓어서 산책 하기 아주 안성맞춤이예요 .. 도시를 떠나 자연을 벗삼아 떠나기 좋은곳이에요 ^^ 푸르름이 가득한 5월 연휴에 가족끼리 다녀왔어요. 나무도 푸르고 싱그럽고 자연이 주는 선물에 너무 즐거운 시간이었어요. 규모도 크고 다양한 동식물도 있고 아이들도 어른들도 볼거리가 많아요. 계절마다 바뀌는 풍경들이 늘 새롭고 신비롭네요. 다음에 또 방문하고 싶어요 확실히 수목원은 봄,가을에 방문해야됩니다. ㅎㅎ 경상남도 수목원의 산림박물관의 로비에는태풍등으로 고사한 오래된 나무들을 새롭게 변신시켜서 전시를 해놓았고,각 전시실은 특성에 맞게 산림의 기원이나 각종 표본들을 정성들여 전시했으며,실내 식물원 전시실에는 우리나라에서 볼수 없는 각종 열대식물들을 전시했으며,수생식물들이 자라는 연못이 있고,나무들이 쪽뻗은 모습의 메타쉐콰이어 나무들이 즐비한 곳도 있어서,도시에서의 피로감을 말끔히 해소시킬수 있...
더보기 12월12일 방문했어요. 메타세콰이어 나무들이 줄지어 있는 산책길은 참으로 멋졌습니다. 다음에는 푸르른 잎들이 있을때 가봐야겠어요. 한참 가을단풍 예쁜곳으로 자주 소개되어 오게되었습니다. 단풍도 지고 낙엽 날리는 겨울에 왔지만 산책로 잘 되어 있고 사슴 당나귀 공작~~ 동물들도 볼수 있더라고요. 꽃피는 봄에도 다시와볼려구요.",장애인전용 화장실 있음 (식원원 내 6개 화장실에 모두 있음),,,,출입구까지 경사로가 설치되어 있음,주출입구는 경사로가 있어 휠체어 접근 가능함,수유실 있음(박물관),열대식물원 / 난대식물원 / 생태온실 / 야생동물관찰원 / 수목원갤러리 등,장애인 주차장 있음(9대)_무장애 편의시설,,"대여가능(4대, 산림박물관 로비/신분증지참)","대여가능(5대, 수목원 매표소/신부증지참)",,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,임산부전용 주차장 있음(6대),
16,청곡사(진주),"대한불교조계종 청곡사는 신라 헌강왕 5년(879)에 연기조사인 도선 국사 스님에 의해 월아산 청곡사를 창건했다. 문헌에 의하면 도선국사가 남강 변에서 학이 이곳으로 날아와 앉으니 성스러운 기운이 충만한 산과 계곡이 있어 이곳을 살펴본 즉 천하에 명당이라 이곳에 절터를 잡았다고 한다.
창건 이후 고려 우왕 6년(1380)에 실상대사가 중수하였으며, 조선 태조 6년(1397)에는 신덕왕후의 원찰이자 비보사찰로 상총스님에 의해 중창되었으나 임진왜란 때 불에 타 선조 35년(1602년)에 계행·극명 두 스님이 다시 중수하였다.
광해군 5년(1612)에는 고명스님이 불보살님과 보물 1232호인 제석천왕과 대범천왕을 새롭게 조성하였으며, 현종 2년(1661)에는 인화스님이 업경전 10왕을 조성하였다. 또한 경종 2년(1722)에는 국보 302호인 괘불탱화가 조성되었으며, 조선 말기에 포우대사가 대대적인 중수를 하였으나 6·25전쟁에 대부분 소실되고 2000년부터 서강스님이 대대적인 중수를 하여 지금의 모습을 갖추었다.
청곡사 대웅전 건물의 특징은 앞이 화려하고 뒷면은 간결하다. 부처님은 서부 경남에서 제일 크고 섬세하게 조성되어 있으며, 다른 건물들은 앞처마는 겹처마인데 뒷처마는 홑처마로서 업경전, 칠성각, 나한전이 그렇다.
청곡사의 특징은 두 줄기의 물길이 한 곳에서 만나 못을 이룬 위에 학이 알을 품고 있는 형상의 터라 학이 알을 부화한 뒤 날아가 버리지 않도록 묶어 놓았다는 뜻에서 탑을 다른 사찰에서는 볼 수 없는 자리에 세워놓았다. 탑 정면은 앞산 노적 봉우리에 맞추어 먹이가 떨어지지 않도록 탑을 세운 것이 특징으로 많은 풍수학을 배우는 사람들이 실습 사찰 터로 자주 찾는 것으로도 유명하다.
청곡사에는 15동의 건물이 있으며 국보 302호인 괘불탱화, 보물 1232호인 제석천왕, 대범천왕이 있으며 3층 석탑, 대웅전, 업경전, 괘불함, 금강역사상, 영상회상 탱화 등 많은 성보가 있는 예스러운 사찰이다.",,www.chunggoksa.or.kr,경상남도 진주시 금산면 월아산로1440번길 138,05:00~18:00,연중무휴,가능,무료,부처님오신날은 물론 평일에도 산책삼아 기도하러 방문하는 곳이에요. 봄에는 청곡사까지 가는길에 벚꽃이 예쁘게 피어있어 드라이브 다녀오기 좋구요. 요즘과 같은 계절엔 청곡사까지 가는 길에 잘익은 복숭아도 판매하고 있어 입도 마음도 즐거운 길이 된답니다. 주차장도 넓고 화장실도 잘되어있어 마음 편하게 방문하기 좋은 곳이에요 그리 크지않은 사찰로 봄.가을에 오면 주변 풍경이 멋질것 같네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,창녕우포곤충나라,"우포늪 근처에 위치해 있는 창녕우포곤충나라는 다양한 생물의 생태, 멸종위기야생생물 복원 및 증식, 교육적인 생물 전시와 체험, 생물의 보전 등의 주제를 표현해 자라나는 아이들에게 자연 생태의 중요성을 인식시켜 주고 생태 감수성을 키울 수 있는 공간이다. 곤충을 좋아하는 아이들에게 여러 가지 체험을 통해 곤충에 대한 이해도를 배울 수 있는 학습소이기도 하다.",,https://www.cng.go.kr/tour.web,경상남도 창녕군 대합면 우포2로 333,10:00~17:00 (입장 마감 16:00),"매주 월요일 (단, 월요일이 공휴일인 경우는 그 다음날 휴관) / 1월 1일 / 설·추석",가능 (203대),,"아이들과 방문하기 좋은 곳이지만 저는 워낙 자연을 좋아하는지라..ㅎ 가족들과 방문했어요! 직접 만져볼 수 있는 체험관도 있고 전시해놓은 곤충들 볼거리도 많았어요 먹이주기체험 신기하기도 했고 재밌었네요 정기휴무 월요일 잊지마이고 입장료도 저렴하니 한번 방문해보세요 매장이 없고 실내 취식이 불가하니 간식을 챙겨가면 좋을 듯 싶고요,입구부터 곤충 모양 놀거리가 많았고 다양한 곤충과 잠자리를 볼 수 있었습니다.직접 먹이를 주며 체험을 할 수 있는 체험장도 인상적이었습니다.실내 식물원에서 물고기도 구경하고 사진도 찍고 즐겁게 지내고 왔습니다. 잠자리뿐 아니라 각종 곤충표본들과 살아있는 곤충들 볼수있어요 엄청큰 투명함에 바퀴서식지 관찰해 볼수있어요",,,무료,"[개인]
- 일반 4,000원
- 어린이 2,500원
[단체(20명 이상)]
- 일반 3,500원
- 어린이 2,000원
※ 무료 : 36개월 미만 / 65세 이상 / 국가유공자 등
※ 체험료 포함
※ 자세한 사항은 홈페이지 참조",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,송사리 잡기 체험 / 물고기먹이 주기 체험 / 온실 전시체험 등
18,호암 이병철선생 생가,"호암 이병철 선생 생가는 삼성그룹의 창업자이자 우리나라의 경제발전을 이끈 대표적 기업가인 호암 이병철이 태어난 집이다. 1851년 호암의 조부가 대지 면적 1,907㎡에 전통 한옥 양식으로 손수 지었으며, 호암 선생이 유년 시절부터 결혼하여 분가하기 전까지의 시절을 이 집에서 보냈다.
호암 이병철 선생은 1910년 경상남도 의령에서 태어났다. 1938년 대구에서 삼성상회를 설립한 이래 삼성전자를 비롯한 많은 기업을 일으켜 국가 경제 발전에 이바지하였으며, 1961년에는 한국경제인협회(현 전경련)를 발의하고 초대 회장에 추대되었다. 1965년에는 기업의 사회적 책임과 사명에 대한 확고한 신념을 바탕으로 삼성문화재단을 설립하여 우리의 정신적 자산을 풍족하게 하는 다양한 사업을 전개하였고, 1980년대에는 특유의 통찰력과 선견지명으로 반도체산업에 진출하여 우리나라 첨단산업의 발전 기반을 마련하기도 했다. 호암 선생은 사업보국, 인재제일, 합리추구의 경영철학을 바탕으로 불모의 한국경제가 오늘에 이르기까지 국가 경제 발전을 선도하였다.
일자형 평면 형태로 지어진 생가는 남서향의 평평한 땅 위에 자리 잡고 있으며, 그동안 몇 차례의 보수를 거쳐 은은하고 고고한 멋을 풍기는 오늘의 모습으로 단장되었다.
생가는 안채, 사랑채, 대문채, 광으로 구성되어 있으며, 아담한 토담과 바위벽으로 둘러싸여 외부와 구분되고, 주위로는 울창한 대숲이 조성되어 운치 있는 경관을 연출하고 있다. 풍수지리에 의하면 이 집은 곡식을 쌓아놓은 것 같은 노적봉 형상을 하고 있고, 주변 산의 기가 산 끝자락인 생가의 터에 혈이 되어 맺혀 있어 융성할 뿐만 아니라, 멀리 흐르는 남강의 물이 빨리 흘러가지 않고 생가를 돌아보며 천천히 흐르는 역수를 이루고 있는 명당 중의 명당이라고 한다.",,https://www.uiryeong.go.kr,경상남도 의령군 정곡면 호암길 22-4,10:00~17:00,매주 월요일,가능,무료,우리나라 대기업들의 창업주가 많이 태어난 곳이더군요. 호젓하고 아름다운 호암 생가 주변이 진짜 아름다웠어요. 6월에 방문했는데도 많이 덥더라고요. 선선한 날씨엔 정말 여행하기 좋은 곳이예요 언니랑 형부랑 동생이랑 다녀온 호암 이병철선생 생가~~~ 들어가는 입구부터 맘에 쏙들었어요 생가에 크게 자리하고 있는 대형 바위가 예사롭지않았었답니다 다시 또가서 부자되는 기 받아오고싶네요,장애인 화장실 있음,,,,,단차와 경사가 없음,,,장애인 전용 주차구역 있음_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,아열대식물원,"아열대식물원은 경상남도 의령군에 위치한 실내 관광 명소이다. 2022년 10월에 약 300평 규모의 유리 온실 단지로 조성되었다. 온난화에 대응한 아열대작물 재배기술 정립하고, 농업인 현장교육장 활용 및 지역농업 활성화하며, 의령을 찾는 방문객에게 새로운 볼거리 제공하기 위해 조성하였다. 이곳의 가장 큰 특징은 겨울철에도 내부 온도를 25℃에서 30℃로 유지하여 따뜻한 환경에서 아열대 식물을 관람할 수 있다는 점으로 추운 겨울철에도 많은 방문객이 찾는 인기 여행지로 자리 잡았다.
식물원에는 레드바나나, 애플망고, 커피나무, 파파야, 패션프루트, 용과, 올리브 등의 아열대작물과 바오밥나무, 워싱턴야자, 카나리아야자, 아레카야자, 코코스야자 등의 열대식물, 연성각, 귀면각, 오채각, 청하각, 밍크절화 등의 선인장류가 총 3,700본이 식재되어 있다. 또한 식물원 곳곳에 화성조형물과 데크슬로프, 연못, 벽면녹화, 꽃게이트, 포토존 등도 설치되어 있어 다양한 볼거리를 제공한다.",,https://www.uiryeong.go.kr,경상남도 의령군 의령읍 백산로 160-1,"[하절기(4월~10월)]
09:30~16:30 (입장마감 16:00)
[동절기(11월~3월)]
10:00~16:00 (입장마감 15:30)",매주 월요일 / 설·추석 당일,가능,무료,"아이랑 갔었는데 실내라 춥지도 않고 너무 좋았어요 아이가 키큰 나무 잎사귀 넓은 나무들을 보면서 질문폭탄의 날이었네요^^ 추운 겨울에 더 좋은 실내관광지에요. 본적없던 아열대식물들 잔뜩 구경하고 왔어요. 쉽게 접한 다육부터 시작해 과일나무들 허브종류 관심 있었는데 향과 눈으로 잔뜩 구경했어요. 포토존 있어서 더 만족했어요 겨울에 가족여행 코스로 안성맞춤인 곳! 따뜻하고 힐링도 되고 좋습니다. 보기 힘든 아열대 식물이 식재되어 있어서 다양한 체험을 할 수 있다는 점이 정말 좋아요 포토존도 이쁘고 볼거리가 다양해서 지루할 틈이 없어요~ 추워서 실내 관광지 위주로 찾고 있었는데 거기다 무료로 개방되어 있어서 부담 없이 즐길 수 있어서 좋았습니다 아열대식물원은 추운겨울에 야외활동도 겸할수 있어 너무 좋았어요. 무엇보다 한겨울에 꽃을 피운 나무들도 감상할수 있고 처음 보는 식물에 대해 알게 되는 체험 학습같은 모드로 온 가족이 다 즐겼던것 같아요. 다육식물을 키우는데 더 눈이 갔어요. 우리집 다육이들과 어떻게 다른지 어떻게 키워야 되는지도 조금 알게 되어 뜻깊은 공간이었습니다. 또 찾아가고 싶을 정도였어요. 추운 겨울이라 더 생각나는 아열대식물원, 그렇게 크지는 않지만 종류도 다양하고 처음보는 식물들 구경하는 재미가 쏠쏠해요. 어린왕자 포토존도 있고 식충식물, 커피콩, 다육식물 등 관심가는 식물들은 더 눈여겨봤어요 부모님이랑 같이 식물원 다녀왔는데 너무 재밌어요!!! 엄마랑 사진 촬영도 계속하고 독특한 식물이 많아서 신기했네요! 다음에 또 다녀오고싶네요!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,양산시립박물관,"양산시립박물관은 양산지역의 역사와 문화를 보존 및 전승하고, 이를 토대로 시민의 역사의식을 함양하며, 복합문화공간의 역할을 하고자 2013년 4월 개관하였다. 박물관은 상설전시실, 기획전시실, 야외전시, 어린이박물관, 역사자료실 희청헌 등으로 조성되어 있다.
상설전시실은 양산의 역사와 문화를 볼 수 있는 역사실, 양산의 고분문화를 전시하고 있는 고분실로 구성되어 있으며, 어린이 박물관은 다양한 놀이체험을 통해 양산의 역사·문화를 배울 수 있는 공간으로 구성되어 있다. 야외전시에는 양산 북정동 683번지 유적 5호, 9호, 13호 횡구식석실묘가 전시되어 있다.",,http://museum.yangsan.go.kr,경상남도 양산시 북정로 78 (북정동),09:00~18:00 (입장마감 17:00),"매주 월요일 (단, 월요일이 공휴일인 경우 공휴일 다음의 첫번째 평일에 휴관) / 1월 1일 / 설·추석",가능,,"그리 크지 않은 박물관으로 복제품이 많은것 같아 개인적으론 좀 아쉽네요. 주차장은 별도의 요금 없이 무료로 이용할 수 있었고요,어린이박물관을 이용했는데요, 사전 예약을 하고 순서를 기다려서 입장을 했습니다,조선시대와 관련된 역사 체험도 하고 다양한 볼거리와 그리기 만들기 체험도 해 볼 수 있어 좋았습니다.그중 양산의 유물 관찰과 가마터 체험이 인상적이었습니다. 아이랑 함께 둘러보기 좋아요~~어린이 놀이공간도 있고 영화도 볼수있고 주말에 한번씩 가면 좋습니다^^",,,무료,"무료
※ 일부 자체 기획전시는 유료일 수 있음",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"성인프로그램 / 어린이프로그램 / 청소년프로그램 / 가족프로그램
※ 자세한 사항은 홈페이지 참조"
