place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,입장료,접근로,review,주차 요금,이용요금,체험,출입통로,장애인 주차 안내,엘리베이터,수유실,판매 품목,이용가능시설,주차요금,지정현황,체험가능 연령,유모차,휠체어,지체장애 기타 상세,입점브랜드,규모,대중 교통,주요시설,할인 정보,수용인원,오디오 가이드,시각장애 기타상세,관람석,점자 홍보물,보조견 동반,보유장비,안내 요원,시설이용료,부대시설,점자 블록,이용 시기,강습안내,청각 장애 기타상세,코스안내,영유아가족 기타상세
경암근린공원,"도심 속에서 숲을 접하고 자연 속에서 힐링할 수 있는 경암근린공원은 다양한 체육활동을 할 수 있는 다목적 운동장과 함께 광장, 어린이 놀이터 등이 갖추어져 있으며, 잘 정돈된 산책로와 휴게시설도 마련되어 있다. 또한, 유아 숲체험원이 조성되어 있어 어린이들이 자연 속에서 다양한 놀이와 함께 자연을 직접 체험할 수 있고, 어린이들이 좋아할 만한 조형물 및 다양한 체험시설을 갖추고 있어 어린이와 함께 나들이하기에 좋다. 그뿐만 아니라 보행 약자를 위한 무장애 나눔 길이 설치되어 있어 거동이 불편한 보행 약자들도 쉽고 편하게 숲을 체험하고 안전하게 산책할 수 있다.",,,광주광역시 광산구 하남대로54번안길 133 (하남동),상시 개방,연중무휴,가능,장애인 화장실 있음,,출입구까지 턱이 없어 휠체어 접근 가능함,,,,,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,장애인 주차구역 있음 (4면),,,,다목적 운동장 / 광장 / 어린이 놀이터 / 유아 숲체험원 / 산책로,무료,,,,,,,,,,,,,,,,,,,,,,,,,,
비아5일시장,"비아5일시장은 1964년에 개설된 전통시장으로 광주광역시 광산구의 3대 공설시장 중 하나이다. 끝자리 수가 1과 6인 날에만 장이 서는 오일장으로 좁은 골목길을 따라 장이 서는데 규모는 작지만, 채소, 곡물, 수산물, 약재, 육류, 식당 그리고 신발 같은 공산품과 수공예로 농기구를 제작하는 대장간까지 없는 게 없는 알찬 시장이라고 할 수 있다. 직접 농사지은 농작물 한 보따리를 짊어지고 나온 할머니들부터 생선, 과일, 잡화, 군것질거리가 넘치고, 사람 사는 냄새로 가득한 정겨운 장터 분위기를 느낄 수 있다.",,,광주광역시 광산구 비아중앙로 26-1 (비아동),"07:00~19:00
※ 점포별로 상이함",점포별로 상이함,가능,,,,,,,,,,,,생선 / 과일 / 잡화 / 채소 / 곡물 / 육류 / 약재 / 먹거리 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유한회사더담희,"유한회사 더담희는 남도의례음식 이수자의 항토 음식 기반 쿠킹클래스를 운영한다. 광주에서 생산되는 로컬 식재료와 특산물을 활용한 남도 음식 체험과 핑거푸드 만들기, 한식 디저트 체험, 케이터링 서비스 등 남도음식를 손쉽게 체험할 수 있는 다양한 프로그램을 제공한다. 또한, 지역에서 생산된 식재료로 만든 4색 식혜를 판매하며, 건강하고 개성 있는 남도의 맛을 전하고 있다.",,"https://blog.naver.com/lyr9124
https://www.instagram.com/food_damhee/",광주광역시 북구 용두마을길 6 (본촌동),월요일~일요일 10:00~19:00(예약제 운영),,가능 (5대),,,,,,,,,,,,,,,,10대~70대,,,,,,,,,,,,,,,,,,,,,,,,
월봉서원·빙월당,"월봉서원 내에 위치한 빙월당은 조선 중기의 성리학자 고봉() 기대승()을 배향하는 곳이었으며, 백우산 기슭 광곡(너브실) 마을에 있다. 기대승의 장남 기효증이 1607년(선조 40)에 아버지를 추모하여지었으며 1938년 기대승의 후손에 의해 이전·개축되었다. 월봉서원은 당초 고봉을 추모하기 위해 고봉 사후 7년 만인 1578년(선조 11)에 낙암(현 신룡동)에 세웠으나 임진왜란 때 피해를 입고 동천(현 산월동)으로 옮겨서 건립했는데, 1868년 대원군의 서원철폐로 훼철되었다가 1941년 현 위치에 빙월당을 새로 지었다. 이어 1978년부터 사당과 장판각, 내삼문, 외삼문의 건립에 착수, 1981년 모두 준공하였다. 빙월당의 당호는 정조가 고봉의 고결한 학덕을 상징하는 빙월설월()의 뜻으로 하사했다고 전해진다. 월봉서원 주변으로는 소나무가 울창하게 우거져 있어 풍치가 아름답고 경내도 조용하다. 가볍게 산책을 즐기며 관람하기 좋고 역사 공부를 위하여 아이와 방문하는 가족 단위의 관광객이 많은 편이다.",,https://www.heritage.go.kr,광주광역시 광산구 광곡길 133,상시 개방,연중무휴,가능,,무료,,,,,,,,,,,,,광주광역시 기념물 빙월당 (1979.08.03. 지정),,,,,,,,,,,,,,,,,,,,,,,,,
황룡친수공원,"황룡친수공원은 광주에서 이름난 유채꽃 명소로, 봄에는 벚꽃의 분홍 물결과 함께 노란 유채꽃이 펼쳐지는 아름다운 풍경을 감상할 수 있다. 가을에는 코스모스와 억새를 볼 수 있고, 겨울에는 공원 근처를 흐르는 황룡강에 매년 다양한 오리류가 도래하여 겨울을 나고, 수달, 삵, 큰기러기, 가창오리, 황조롱이, 말똥가리 등과 같은 천연기념물과 멸종위기종들을 볼 수 있는 사계절이 아름다운 공원이다. 산책로, 놀이 시설, X게임장, 체육시설, 유실수원, 생태습지, 편의시설 등의 시설을 갖추고 있다. X게임장에서는 인라인스케이트, 스케이트보드, BMX 등을 즐길 수 있는데, 장비를 대여해 주는 곳은 없으니 직접 가져와야 이용할 수 있다.",,https://www.gwangsan.go.kr/,광주광역시 광산구 선암동 241-31,상시 개방,연중무휴,가능,있음,,출입구까지 턱이 없어 휠체어 접근 가능함,밤낮으로 산책하기 좋은 공원이예요 운동하는 사람도 많고 공원관리가 잘된편이예요. 주차장이 2곳 있는데 주말에는 도로까지 주차가 가득차서 평일이용 추천합니다.,,,,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,산책로 / 놀이시설 / X-게임장 / 체육시설 / 유실수원 / 생태습지,무료,,,,,,,,,,,,,,,,,,,,,,,,,,
오리요리의 거리,"광주오리요리의 거리는 오리를 적당히 잘라서 익힌 다음에 들깨가루를 섞은 초장에 고기와 미나리를 찍어 먹는 음식점이 밀집된 거리이다. 광주광역시 북구 유동과 신안동 일대에서 특화된 오리탕의 시초는 1970년대 무렵으로 거슬러 올라간다. 당시 전라남도 나주시 금천면에서 오리농장을 운영하던 한 청년이 보급한 음식으로 알려져 있다. 그는 음식점을 찾아다니면서 오리로스를 권장하다가 유동에서 식당을 운영하던 전라남도 영광군 출신 주인을 만났다. 청년은 식당 주인에게 자연산 청둥오리 요리법을 전해 듣고 미나리와 들깨가루를 넣어 끓여내는 오리탕을 개발하였다. 저렴한 가격에 오리가 공급되었고, 예측대로 담백한 오리탕을 찾는 사람들이 늘어났다. 장사가 잘된다는 소문에 오리탕 전문점이 늘어나기 시작하여 지금의 오리요리 거리가 형성되었다. 북구 유동과 신안동 일대에서 오리탕 전문점이 많아질 수 있었던 것은 원재료인 오리 생산지가 인접했기 때문이었다. 또한 1970~1980년대 당시 유동과 신안동은 광주고속터미널과 중앙고속터미널, 광주역이 가까워 시민들과 외지인들의 이동량이 매우 많았다. 이와 같은 지리적 여건을 기반으로 유동 일대에만 30여 개의 오리탕 전문점이 생겨났다. 현재 유동오거리 주변에는 아직도 10여 곳이 성업 중이다. 광주광역시는 북구 경양로 일대를 음식특화거리로 지정하고 광주오리요리의 거리라고 이름을 붙였다. 메뉴는 오리탕, 오리로스, 오리주물럭이 대표적이다. 이 중에서 오리탕의 인기가 가장 좋은데, 다른 지역과 달리 국물 맛이 고소하다는 것이 큰 특징이다. 질그릇으로 만든 냄비나 솥에 된장과 간 고추, 들깻가루, 마늘, 생강 등을 넣고 토막 내 살짝 데친 오리고기를 넣어 4시간 이상 끓인다. 여기에 다시 된장으로 간을 하고 미나리와 대파를 얹어 내놓기 때문에 맛이 담백하다 광주오리요리의 거리는 광주광역시 북구 유동과 신안동의 경계지역에 자리하며, 중국인과 일본인들도 관광코스에 넣어 찾아올 만큼 이름이 있는 곳이다. 단일 음식이 특정 지역에 군집해 있는 경우는 종종 있으나, 그다지 대중적이지 않은 오리탕 메뉴로 특화거리를 형성하고 수십 년에 걸쳐 명성을 유지하는 사례는 드물다. 광주오리요리의 거리는 음식점 군락의 새로운 역사를 쓰고 있다.",,,광주광역시 북구 경양로 125 (신안동),상가별로 상이함,상가별로 상이함,상가별로 상이함,,,출입구까지 턱이 없어 휠체어 접근 가능함,,,,,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주시민의숲,"광주시민의 숲은 영산강을 따라 오룡동에서 월출동에 걸쳐 있다. 광주 첨단지구로 향하는 첨단대교를 건너면 다리 오른편 끝부분에 광주시민의 숲이라고 쓴 커다란 간판이 보이는데, 여기서부터 영산강 상류 쪽으로 숲길이 조성되어 있다. 대구시와 맺은 달빛동맹의 상징으로 대구시와 광주시에 각각 시민의 숲을 조성했다. 숲길을 천천히 걸으면 왕복 한 시간 반 정도 걸린다. 숲에 산책길이 조성되어 있어 산책하기에 좋고, 자전거를 타기에도 좋으며, 어린이 놀이터도 갖추고 있어 어린이와 함께 나들이하기에도 좋은 장소이다. 광주시민의 숲 내에 야영장도 있어 도심 속에서 야영을 즐기려는 사람들이 많이 찾고 있으며 근처에 드론공원도 있다.",,,광주광역시 북구 추암로 190,상시 개방,연중무휴,가능,가능,무료,,"도심 속 푸른 숲, 시민의 숲은 계절마다 다른 매력을 품고 있지요. 초록이 가득한 여름날의 숲도 아름답지만, 하얀 눈이 소복이 내려앉은 겨울의 시민의 숲 또한 참 고요하고 예뻐요 가볍게 산책하기 좋은 곳이에요. 여름엔 무료수영장도 오픈하고 전체적으로 관리가 잘 되어있는곳이라 아이들하고 다니기 좋아요",,,,,,,,,어린이 놀이터 / 산책로 / 야영장 등,,,,,,,,,,,,,,,,,,,,,,,,,,,
금곡동 제철유적,"광주광역시 금곡동제철유적은 금곡()이라는 지명이 쇳골을 의미하고 있으며, 유적 주위에 건물지의 기단부와 수많은 철재가 남아 있어 일찍부터 유적이 나올 가능성을 내포하고 있었다. 금곡동제철유적은 임진왜란 때 의병장 김덕령(1567~1596)의 의병 활동과 관련한 무기 제조창으로 알려졌다. 금곡동제철유적 일대는 산화철이 포함된 미문상 화강암이 넓게 분포하고 있어, 이 암석을 모암으로 생성되었을 것으로 추정되는 사철을 채취할 수 있는 지역이다. 또한, 무등산 내에서 제철 연료용의 목탄도 풍부하게 확보할 수 있는 조건을 갖추고 있다. 한 작업장 내에서 제철, 정련, 단조 철기 제작의 전 공정을 보여 주는 유구가 일괄 확인되어 15~16세기 제철 및 철기 제조에 관한 다양한 정보를 제공해 준다. 또한, 금곡동제철유적의 발굴을 통해 김덕령의 의병 활동 과정에서 무기 제조 장소로 활용된 역사적 사건을 알 수 있게 해 준다. 유적지에 이르려면 무등산 의병길을 따라 도보로 이동해야 한다.",,https://bukgu.gwangju.kr,광주광역시 북구 금곡동,상시 개방,연중무휴,불가능,있음,무료,,,,,,,,,,,,,광주광역시 기념물 금곡동제철유적 (1994.02.18. 지정),,,,,,,,,,,,,,,,,,,,,,,,,
중외공원,"광주광역시 북구에 위치한 중외공원은 수려한 자연 속에서 휴식을 취할 수 있는 도시 근린공원이다. 공원의 드넓은 잔디밭과 다양한 꽃과 수목이 심어져 있어 봄꽃 놀이와 가을철 단풍 명소로 유명하다. 중외공원 근방에 광주비엔날레 전시장, 광주문화예술관, 광주시립미술관 등 함께 즐길 수 있는 공연 및 전시시설이 밀집되어 있다.",,https://tour.gwangju.go.kr/,광주광역시 북구 하서로 50 (운암동),상시 개방,연중무휴,가능,"장애인 화장실 있음(주차장 공중화장실,경사로설치됨)",,데크로드 산책로 있음,예전 있던 놀이기구들을 없애고 올해 리모델링해서 새롭게 어린이놀이터로 만들졌어요 크고 곤충모형으로 만들어 졌는데 주차공간이 협소해요 돗자리 및 물 간식들을 살곳이 없이 미리 미리 챙겨가세요 부부동반으로 광주광역시 여행 중에 방문한 곳입니다. 광주시립미술관에서 광주예술의 전당 가는길에 있었습니다. 시민들이 산책하기 좋은 곳 입니다. 가족 산책로 벚꽃이 절정이라 다녀왔어요. 양쪽으로 활짝핀 벚꽃을 보면서 사진도 마음껏 찍고 너무 좋았어요. 놀이기구도 있어서 좋았는데 이제 폐쇄한데요. 넘 아쉬워요.,,,,,장애인 주차장 있음(2대)_무장애 편의시설,,,,문화예술회관 / 비엔날레전시관 / 민속박물관 / 시립박물관 / 유원시설 등,,,,,,,,,,,,,,,,,,,,,,,,,,,
광주호 호수생태원,"광주호()의 호숫가 인근 184,948m의 부지에 자연관찰원, 자연학습장, 잔디 휴식광장, 수변 습지 등 테마별 단지로 조성된 생태공원이다. 광주 시내에서 약 30분 정도 거리에 있어, 시민들이 찾기가 좋아 2006년 3월에 개장한 후 아이들의 자연 생태학습장이자 시민들의 휴식공간으로 이용된다. 전체적으로 조용하고 시원한 느낌을 주는 공원으로, 추운 날씨가 아니라면 꽃이나 동·식물들의 생태자료를 직접 볼 수 있다. 진달래, 개나리, 자산홍, 장미, 철쭉, 수국 등 형형색색의 야생화 17만 본이 심어진 테마별 꽃단지와 부엽식물원, 수변부 관찰 데크, 암석원, 그리고 때죽나무, 모과나무, 벽도동, 단풍나무 등 3,000여 그루의 나무 등을 볼 수 있다. 또한 늪지에서 각종 새가 실제로 부화하고 성장하는 과정을 볼 수 있다. 메타세쿼이아 양편 가로수 사이로 목재계단을 조성하였다.",,http://bukgu.gwangju.kr/culture/,광주광역시 북구 충효동 905,09:00~18:00,연중무휴,"가능
요금 (무료)",장애인 화장실 있음(주차장 공중 화장실),무료,출입구까지 턱이 없어 휠체어 접근 가능함,산책길이 잘 되어 있어 사계절 산책하기 좋아요 걷다보면 광주호와 전망대도 보이고 곳곳에 뷰가 예쁜 곳이 많아 자연과 함께 사진 찍기 좋아요 호수를 돌며 자연에서 힐링하기 좋은곳 주변 카페들도 많아서 여유롭게 쉬기좋아요 사색하거나 걷고 싶을 때 이만한 곳이 없는것 같아요날씨좋은 때 다녀오려고 해요 광주호 호수생태원에 다녀왔어요 산책하기가 정말 좋았어요' 다양한 나무들도 볼수있고 공기도 좋아서 힐링하다 왔습니다 평지라 산책하기 정말 좋은곳입니다. 일몰에 광주호도 정말 예쁩니다. 크기가 커서 운동하기에도 좋아요 광즈생태공원 오시면 체험할 수 있어서 너무 좋아요 아이들이 있으년 추천 합니다 한번 와보세요 광주호 호수생태원에서 조선시대옷입고 정자에 앉아 한껏포즈취했다지요,,,,,"장애인 주차장 있음(4대,장애인 표지판)_무장애 편의시설",,,,,,,,대여가능(관리사무소 문의),대여가능(관리사무소 문의),산책로 데크로드 구간 있음,,,,,,,,,,,,,,,,,,,,,
광주각화농산물도매시장,"1991년 2월 개장한 각화동 농산물 도매시장은 부지면적 56,206㎡에 건축면적 35,657㎡의 크기로, 호남 최대의 농산물 도매시장이다. 과실류, 과채류, 뿌리채소류, 엽채류 등의 도매가 경매를 진행하는 곳으로 산지 유통인이 출하한 농산물을 광주원협, 광주청과, 중앙청과 등 3곳의 도매시장 법인에서 경매하여 중도매인(도매시장에 상장된 농산물을 매수하여 도매 거래하거나 매매를 중개하는 영업을 하는 자), 매매참가인(농산물을 직접 매수하는 가공업자, 소매업자, 수출업자, 소비자 단체 등 실수요자)에게 매매한다.",,,광주광역시 북구 동문대로 260 (각화동),"- 과일 경매 07:00 ~ 10:00
- 채소 경매 05:00~07:00 / 10:00~14:00",매주 일요일 / 1월 1일 / 설·추석 연휴,가능,,,출입구까지 턱이 없어 휠체어 접근 가능함,,,,,주출입구는 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,,,과실류 / 과채류 / 엽채류 등,,,,,,,,광주원협 / 광주청과 / 중앙청과,,,,,,,,,,,,,,,,,,,,
광주 예술의 거리,"서울의 대학로와 인사동 거리, 부산의 Piff 거리 등 지방마다 도시의 특색을 살린 거리가 존재한다. 광주광역시를 대표하는 거리는 바로 광주 예술의 거리이다. 예술의 거리는 호남 문화와 예술의 중심지인 예향 광주의 전통을 계승 발전시키기 위해 조성됐다. 현재 동호인의 편의도모를 위해 서화, 도자기, 공예품 등 이 지방 예술의 상징적 작품을 집산하여 전시, 판매하고 있으며, 한국화, 서예, 남도창을 중심으로 한 남도예술의 진수를 누구나 손쉽게 접할 수 있는 명소이다. 광주 동부 경찰서 앞에서 중앙초등학교 뒤편 사거리에 이르는 이곳을 두루 돌아보는데 구경만 하면 1시간 정도, 매장에 들어가서 감상하면 2시간 정도 소요되는데, 광주가 초행이면 꼭 들러볼 만한 곳이다. 매주 토요일에는 차 없는 거리로 지정되어 다양한 문화행사를 즐길 수 있고 한 달에 한 번 남도문화예술진흥회가 주축이 된 음악회, 빛의 축제, 언더그라운드 공연, 캐릭터 문화 상품전, 빛의 축제 등을 펼치며 예술의 거리를 더욱 활성화시키고 있다.",,http://tour.gwangju.go.kr,광주광역시 동구 궁동 78,상시 개방,연중무휴,불가능,,무료,출입구까지 턱이 없어 휠체어 접근 가능함,광주의 대표인 광주 예술의 거리에서 명장인 도자기 무안요 와 먹거리와 공연도 즐길 수 있어서 정말 색다르고 즐거운 경험이였습니다 서울의 명동 같은 곳이에요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남광주시장,"남광주시장은 옛 남광주역이 있던 곳에 자연적으로 형성된 시장으로 온갖 해산물과 채소가 홍수를 이루었던 시장으로 역시 철거된 후 활기찼던 분위기는 많이 줄었다. 하지만 싱싱한 해산물을 사려면 남광주시장은 찾는 것은 아직도 유효하다. 새벽 2시에서 5시경까지 각 항구와 포구의 어판장에서 들어온 해산물은 시내의 타 시장이나 식당으로 팔려나간다. 해산물은 가격도 저렴하고 신선도가 뛰어나다. 그래서 남광주 시장은 횟집이 많이 몰려 있는 곳으로도 유명하며, 다른 곳에 비해 값이 싸고 그만큼 싱싱하기에 사람이 많이 찾고 있다.",,https://blog.naver.com/ngmarket,광주광역시 동구 제봉로17번길 18-6 (학동),점포별로 상이함,"매월 첫째, 셋째 일요일",가능 (소형 140대),장애인 화장실 있음(공중화장실),,출입구까지 턱이 없어 휠체어 접근 가능함,"야채도 과일이나 생선 모두 싱싱하고 가격도 착한 시장입니다. 요즘 대형 마트나 온라인몰에 밀렸지만 직접 눈으로 보고 흥정도 하면서 덤 챙겨주시는 따뜻한 시장입니다. 남광주시장 장보기 마무리는 항상 국밥으로 합니다. 2인이상 식사할때 머릿고기나 순대 서비스로 주시는데 양도 맛도 푸짐합니다. 저희 집 바로 옆이 위치하여 있고 남광주시장하면 해산물이 유명합니다. 그리고 시장 깊숙이 들어가면 튀김집이 있는데 가성비 최고입니다 광주를 대표하는 수산물 도소매시장 남광주시장 추천합니다.횟집이 많이 몰려 있는 곳으로도 유명하며, 다른 곳에 비해 값이 싸고 그만큼 싱싱해서 좋아요 없는게없는 남광주시장 저는 국밥을 먹었는데 정말 많이주시고 맛있어서 눈물날뻔요 떡볶이도 먹고 핫도그도 먹고.재미있었어요 야시장도 없어지고 아쉬웠지만, 물건도 싸고 상인분들도 친절한 곳",,,,주출입구는 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,,,식품 / 해산물 / 채소 / 청과 / 건어물 / 그릇 / 의류 / 기타,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대인시장(광주),"광주의 전통시장의 변화는 바로 매주 토요일 저녁 발 디딜 틈 없이 붐비는 대인시장의 성공적인 변화에서부터 시작되었다. 충장로와 금남로가 번화가로서 중심을 이루고 있는 광주의 상업구도에서 대인시장은 유일하게 시내에 자리 잡고 있어 그 인기와 효용가치는 매우 컸다. 어물과 채소류 도매시장으로, 생선과 건어물은 물론 수산물 거래량이 많고, 더불어 양품점과 포목 비단점, 양은그릇과 미곡상이 있어 과거부터 시민들은 시내에 볼일을 보고 나서 함께 대인시장을 들려 장을 보았다. 대인시장도 1990년대 중반 이후 침체기를 겪었다. 대형마트의 등장과 비위생적이고 도태되어 보이는 전통시장의 모습은 사람들의 발길이 뜸하게 만든 원인들이었고, 악성적자를 이유로 하나 둘 점포들이 비기 시작했다. 하지만 2008년 광주비엔날레의 복덕방프로젝트로 비어 있던 점포에 예술 작품이 전시되고, 그를 기화로 예술이 동거하는 시장으로써 대인시장은 거듭나기 시작했다. 연이은 호재로 대인시장이 2013년 문화관광형 시장으로 선정되면서 대인시장에 있어 예술은 떼려야 뗄 수 없는 관계가 되었다. 현재 광주 대인시장은 예술가와 상인들이 함께 거주하는 공간이 되었다. 문화체육관광부 아시아문화예술 활성화 거점프로젝트의 일환으로 2028년까지 토요예술야시장 연장이 확정되었다.",,https://tour.gwangju.go.kr/,광주광역시 동구 제봉로184번길 13-9 (대인동),"08:00~20:00
※ 점포별로 상이함",점포별로 상이함,가능,장애인 화장실 있음(대인시장상인회 사무실 옆),,무단차 포장도로 구성되어 있으며 휠체어 접근 가능함,"광주의 명소인 대인시장에 다녀왔습니다. 먹거리도 많이 있고 유명한 해뜨는 식당을 방문 했는데 금액도 저렴하고 맛있어요. 고물가에 이런 식당이 있어서 너무 좋았습니다. 다른 국밥집도 많고, 다양한 과일도 생선도 닭도 구매 할 수 있습니다. 다음에 꼭더 방문하고 싶어요 호떡이 먹고 싶은데 호떡집이 주변에 많이 없어서 찾는 도중 대인시장 앞에 호떡카페 먹고 또와 라는 곳에 가서 호떡을 먹었는데 생각했던 것보다 가격도 싸고 맛있더라고요 강추 부부동반으로 광주여행 중 방문한 대인예술시장은 국밥이 유명한 것 같다. 우리가 방문한 나주식당에서 국밥 2인분을 시켰는데 순대수육 한접시가 서비스로 나왔다. 엄청난 고기량 에 깜짝 놀랐다. 잘먹고 대인시장을 한바퀴 돌아 보았다. 밤에는 예술인 들 의 공연도 있다고 하는데 우린 보지 못했다. 천원 백반집으로 더 유명해진 대인시장에서 국밥을 먹었어요. 노포느낌에 옛감성이 느껴지고 서비스도 많이 양이 엄청납니다. 달밤야시장 보는 재미도 있어요 푸짐한 국밥 두그릇을 주문하면 모듬순대를 서비스로 주는 대인시장 정말 특별한 식당이었습니다. 강추 빛고을 광주 대인시장 좋아요 먹을 것도 많고 농산물도 싸요 추천합니다",,,,,"장애인 주차장 있음(공영1,2주차장)_무장애 편의시설",,,농수산품 / 건어물 / 횟집 / 공산품 등,,,,,,,,,"11,760㎡ / 총 6개 구역 구분",,,,,,,,,,,,,,,,,,,
(전)광주 성거사지 오층석탑,"광주 성거사지 오층석탑은 안정미와 수려함이 넘치는 고려시대 탑으로 광주서오층석탑으로도 불린다. 광주공원 안에 거북머리와 같이 돌출된 지형 위에 세워져 있다. 광주 성거사지 오층석탑은 광주광역시의 석탑 중 유일하게 1층 탑신이 상하로 나뉘었다. 두 탑의 1층 탑신 구성의 차이는 탑신 하부가 4매로 구성되었으며, 내부에 적심이 있다는 점이다. 또한, 광주광역시의 석탑 중 유일하게 1층 탑신 받침이 별석으로 되어 있다. 전반적으로 받침이 아주 두꺼우며, 특히 갑석의 부연은 갑석의 두께와 거의 비슷하다. 쌍탑으로 오해받는 광주 지산동 오층석탑(광주 동오층석탑)과 비교하였을 때 기단부 탱주 수, 1층 탑신의 구성, 탑신 받침의 표현 등을 통하여 광주 지산동 오층석탑보다 늦은 시기에 건립되었음을 알 수 있다. 두 탑은 정혈의 위치와 수가 같은 점이 주목된다.",,https://tour.gwangju.go.kr/,광주광역시 남구 천변좌로338번길 7 (구동),상시 개방,연중무휴,가능,있음,무료,,광주시내에 자리잡고 있어 접근성이 좋아요,,,,,,,,,,,보물 (전)광주 성거사지 오층석탑 (1963.01.21 지정),,,,,,,,,,,,,,,,,,,,,,,,,
광주실내빙상장,"광주광역시에 위치한 염주종합체육관 내 실내빙상장은 시민들이 사계절 내내 즐길 수 있는 인기 스포츠 시설로 자리 잡고 있다. 이곳은 실내 스케이트장으로, 이용객들은 입장권을 구매한 후 직접 스케이트화를 고르고 착용해 자유롭게 스케이팅을 즐길 수 있다. 일일 입장권 구매를 통해 누구나 이용할 수 있으며, 정기적인 운동을 원하는 사람들을 위해 회원 강습제도 함께 운영되고 있다. 특히 스케이팅에 익숙하지 않거나 처음 접하는 사람들을 위해 유료 개인지도 서비스도 제공하고 있어 안전하고 즐거운 체험이 가능하다. 여름철에는 실내가 시원하게 유지되어 더위를 피할 수 있는 공간으로 많은 사람들에게 큰 인기를 끌고 있으며, 가족 단위 방문객이나 친구들끼리 방문해 즐겁게 스케이트를 탈 수 있다. 실내빙상장은 스포츠와 여가, 교육이 어우러진 복합 문화 공간으로서 시민들에게 다양한 즐거움을 선사하고 있다.",,https://www.gmcc.co.kr/,광주광역시 서구 금화로 278 (풍암동),"- 평일 09:00~17:50 (준비시간 12:00~13:00)
- 주말 09:00~16:50 (준비시간 12:00~13:00)
※ 정빙시간 및 자세한 사항은 홈페이지 참조",매월 둘째 목요일,,있음,,"이동경로 폭이 넓어 휠체어, 전동 스쿠터 사용자 쉽게 이용 가능.",,,"[개인]
- 성인 4,000원
- 청소년 3,500원
- 어린이 3,000원
[단체 (20인 기준)]
- 성인 3,500원
- 청소년 3,000원
- 어린이 2,500원
※ 자세한 사항은 홈페이지 참조",,,"장애인 전용 주차구역 주차 가능 : 10대(광주실내빙상장 옆)
주변 휠체어 이용자 등이 이용할 수 있는 여유공간 있음.
주출입구까지의 거리 : 바로 앞.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
만귀정,"서구 세하동 동하 마을에 있는 정자이다. 효우공() 장창우()가 후학을 가르치며 만년을 보내기 위해 창건하였다고 한다. 그러나 원래의 건물은 세월이 지나면서 무너져 없어졌고, 후손들에 의한 1934년의 중건과 1945년의 중수를 거쳐 오늘에 이른다. 장창우는 이곳에 동족마을을 이루며 살아온 흥성 장 씨( )의 낙남 선조()인데, 그 창건 시기는 밝혀져 있지 않다. 건물은 사방 두 칸의 규모로 되어 있는데, 골기와를 얹은 팔작지붕에, 바닥에는 우물마루를 깔았고, 동서남의 세 방향에 난간을 돌렸다. 만귀정은 큰 연못 가운데 세워진 수중() 정자인데, 그 옆에는 습향각()과 묵암 정사라는 이름의 또 다른 정자가 다리를 사이에 두고 나란히 늘어서 있다. 두 정자 모두 만귀정 중건 이후에 건립되었다.",,https://www.heritage.go.kr/,광주광역시 서구 동하길 10 (세하동),상시 개방,연중무휴,가능,,무료,,,,,,,,,,,,,광주광역시 문화유산자료 만귀정 (1984.02.29. 지정),,,,,,,,,,,,,,,,,,,,,,,,,
