place,info,문의 및 안내,주소,이용시간,휴일,주차,입장료,review,홈페이지,이용요금,화장실,이용가능시설,시설이용료,체험가능 연령,판매 품목,입점브랜드,주차 요금,지정현황,접근로,출입통로,보조견 동반,규모,주차요금,영업시간,대표메뉴,취급메뉴,부대시설,주요시설,이용 시기,휠체어,체험,할인 정보,장애인 주차 안내,엘리베이터,유모차,점자 블록,점자 홍보물,보유장비,대여안내,코스안내,안내 요원,수유실,지체장애 기타 상세,수용인원,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,바비큐장여부,세미나실 여부,객실,뷰티시설여부,노래방 여부,사우나실 여부,대중 교통,관람석,오디오 가이드,매표소,강습안내,수화 안내,시각장애 기타상세,자전거 대여 여부,휘트니스 센터 여부,공용 샤워실 여부,공용 PC실 여부,스포츠 시설 여부,개장기간,영유아가족 기타상세
안덕월라봉,"월라봉은 서귀포시 안덕면 감산리마을의 오름이다. 오름 모양새가 마치 달이 떠오르는 모습같다하여 붙여진 이름이다. 다래 나무가 많이 자생하고 있어 다래오름이라고도 불린다. 북동쪽과 남서쪽으로 개석된 두 개의 말굽형 화구로 이루어져 있다. 오름의 남서사면을 돌고 돌아 정상을 오르고 내릴 수 있도록 탐방로가 잘 되어 있다. 오름의 표고는 낮은 편이지만 화순리와 대평리를 걸쳐 있을 정도로 넓은 면적을 자랑하기 때문에 정상까지 약 1시간 정도가 소요되며 오름 초심자들도 정상까지 쉽게 오를 수 있다. 정상에서는 서귀포 해안 풍경 속의 산방산, 화순 앞바다, 형제섬 등을 조망할 수 있다. 월라봉은 서쪽 화순항, 동쪽의 군산과 대평마을, 남쪽 먼쪽 밑에는 주상절리 해안 절벽으로 일몰 명소인 박수기정, 북쪽으로는 사시사철 물이 흐르는 모습을 볼 수 있는 명승지인 안덕계곡이 있다. 기생화산인 월라봉은 그 이름에서 낭만이 느껴지기도 하지만 사실 아픈 전생의 역사 흔적도 간직하고 있는 오름이다. 정상에서 조금 내려오다보면 여러 개의 진지동굴을 볼 수 있는데, 월라봉 진지동굴은 일제강점기 때 화순항으로 상륙하는 미군을 저지하기 위한 최후의 저항기지였다고 한다. 그래서 월라봉은 오름 등반은 물론 진지동굴까지 함께 둘러볼 수 있는 다크투어리즘 역사 현장이다. 태평양 전쟁이 끝난지 거의 80년이 지났어도 월라봉에는 총 7개의 일제 진지동굴이 확인되었고 다른 곳의 진지동굴보다 유난히 깊고 둥근 형태로 수풀까지 우거진 채 보존이 잘 되어 있다. 길을 따라 올라가다보면 안내판이 나오는데 왕복으로 하면 짧지 않은 길이지만 목재데크, 목재계단, 식생매트를 깔아 산책길이 잘 조성돼 있다. 초입 계단이 조금은 지루할 수도 있지만 중간에 보이는 산방산의 모습을 보며 오르막을 올라 정상을 보고 진지동굴까지 보면 월라봉은 마무리가 된다. 월라봉에 우뚝 솟은 바위산은그 아래가 절벽이라서 위험해서 현재는 들어갈 수 없다.",제주시 관광정보센터 064-740-6000,제주특별자치도 서귀포시 안덕면 감산리,상시 개방,연중무휴,가능,무료,,https://www.visitjeju.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가시리국산화풍력발전단지,"제주도 서귀포시 동남쪽 끝에 위치한 표선면 가시리는 제주도 내에서 아직 개발되지 않은 지역이라고 할 수 있는데 2009년 1월 국내 최초 지역주민 참여 방식으로 진행된 풍력발전단지 부지 선정 공모에서 최종 부지로 낙점됨에 따라 마을이 새롭게 변화되어 가고 있다. 가시리국산화풍력발전단지는 광활한 평원에 유채꽃단지가 조성되어 있는 가시리 공동목장에 들어서 있다. 봄이 되면 유채꽃과 벚꽃의 콜라보레이션을 즐길 수 있는 드라이브 코스로 유명한 녹산로 유채꽃길과 가까운 곳에 있다. 이곳 바람들판의 가을녁엔 빛나는 억새의 향연과 커다란 풍력발전기가 돌아가는 풍경을 볼 수 있는데 이국적인 아름다움을 선사한다. 이곳에서는 뒤로 보이는 풍력발전단지를 배경 삼아 한라산, 돌담과 어우러진 제주 조랑말들과 소들이 평온하게 풀을 뜯어 먹는 장면을 즐길 수 있다. 픙력단지 입구 왼쪽으로는 유채꽃프라자로 가는 길이고 이곳에서 차 한잔하며 카페 계단으로 올라가서 보는 목가적인 경치도 좋다. 카페 뒤쪽에도 유채꽃 단지가 있다.",제주 서귀포시 종합관광안내소 064-732-1330,제주특별자치도 서귀포시 표선면 녹산로 464-78,상시 개방,연중무휴,가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
표선소금막해변,"제주 동남쪽에는 위치한 조용한 표선소금막해변은 은빛 모래사장이 펼쳐져 있다. 수심이 완만하고 수온은 따뜻해 아이들과 물놀이하기 좋아서 가족단위로 찾는 곳이라 아이들과 같이 온 가족들이 많다. 모래도 깨끗하고 고우며 해변에서 보말과 성게 등을 잡을 수 있다. 소금막해변은 정식 개장 해수욕장이 아니어서 여름 물놀이 시즌에 안전요원이 없으니 주의해야 하며, 물놀이 용품을 대여하는 곳과 근처 편의점도 멀기 때문에 각자 물놀이 용품과 먹거리를 챙겨가야 한다. 소금막해변은 검은여백사장이라고도 하는데 백사장 양쪽으로 검은 암반이 뻗어 있어서 검은여 사이에 모래밭을 일컬어 현재 소금막해변으로 불린다고 한다. 해안가 동쪽에는 소금막 불턱이 있는데, 이는 지역 주민들이 바닷물을 이용해 소금을 생산했던 곳이다. 파도가 있는 편이라 서핑하는 사람들도 많이 찾는 곳으로, 카이트서핑을 하는 사람들을 구경하는 재미도 있다. 또한, 일몰이 장관인데 가을부터 겨울철에는 한라산 뒤쪽으로 넘어가는 일몰을 볼 수가 있고, 봄부터 여름에는 바다로 넘어가는 일몰을 볼 수 있다. 올레길 3코스 안에 속해 있는 곳이라 해수욕장으로 들어가는 입구에 올레꾼들의 편의를 위한 올레 쉼터와 화장실이 있고, 여름 피서 기간 동안 한시적으로 바닷가 이용객을 위해 탈의실과 샤워실을 운영하고 있다. 차량 운전 시 네비게이션에 소금막해변이라고 검색하거나, 올레휴게쉼터로 검색하면 수월하게 찾을 수 있다.",서귀포시 종합관광안내소 064-732-1330,제주특별자치도 서귀포시 표선면 표선동서로 378-18,상시 개방,연중무휴,가능,무료,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
졸띠유채밭,"성산일출봉 근처 플레이스 캠프 바로 옆에 위치해 성산일출봉, 우도, 갈대밭이 한곳에서 보이는 제주 유일의 유채밭으로 유채꽃밭 주변을 돌아보는 승마체험까지 가능한 곳이다. 예전에는 유채꽃 개화시기가 3~5월이었는데 유채꽃이 방문객의 인기를 끌면서 품종개량과 함께 파종시기를 조절하여 요즘은 11월5월 사이에 볼 수 있으며 최고조는 3월이다. 무료보다는 유료 유채꽃밭이 좀 더 풍성하고 관리가 잘되어 있다. 졸티유채밭 안쪽의 하트 모양의 구조물에 쏙 들어가 보이는 성산일출봉을 배경으로 사진을 찍을 수 있다. 그런데 유채꽃과 갈대의 대조적인 풍경이 봄과 가을을 함께 느낄 수 있는 곳이다. 광치기해변도 가까워 성산 여행을 즐기면서 함께 들러보길 추천한다.",064-757-2076,제주특별자치도 서귀포시 성산읍 고성리 296-8,매일 09:00~18:00(11월 중순~3월 중순),,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수망리 마흐니숲길,"마흐니숲길은 물영아리오름(세계 람사르 습지) 맞은편 탐방로에서부터 마흐니오름 정상까지 편도 5.3km의 숲길이다. 입구부터 펼쳐지는 풍경은 평지가 대부분이지만 간혹 오르막도 있다. 총 10km 조금 넘으니 중간에 쉴 때 마실 물이나 음식을 싸고 가는 것을 추천한다. 보통 성인 걸음으로 3~4시간 정도 걸린다. 오랫동안 사람 손길이 닿지 않는 원시림 코스가 이어진다. 숲길 처음에 들어서면 제주의 곶자왈을 만날 수 있고, 하늘이 보이지 않을 정도로 쭉쭉 벋은 울창한 삼나무 숲으로 이어져 청정자연이 뿜어내는 피톤치드를 가득 들이키며 몸과 마음이 정화되는 싱그러운 숲길트레킹을 할 수 있다. 높은 습도 덕분에 바닥의 바위뿐 아니라 나무줄기에도 이끼가 덮여있고 나무 사이로 햇살이 갈라져 쏟아지는 모습도 장관이다. 이 삼나무 숲은 바람이 거센 제주에서 방풍을 위해 1970년대에 조성한 인공림이다. 제주 사람들은 삼나무를 대나무처럼 쑥숙 자란다고 쑥대낭이라고도 부른다. 기분 좋게 삼나무 숲길을 한참 걷다 보면 숲의 풍광이 달라지며 마흐니오름 삼거리가 나온다. 여기서 마흐니오름 정상으로 가는 추천 길은 용암대지, 마흐니 수직굴, 정부인이씨묘, 마흐니 궤 등을 보며 오르는 좌측 코스를 추천한다. 곧게 뻗은 인공림의 나무들과는 달리 서로 뒤엉켜 있는 단풍나무부터 단풍나무와 때죽나무가 한 몸이 된 연리목도 보인다. 용암이 굳어 만들어진 마흐니 용암대지는 용암유로를 따라 흘러나온 용암이 편평하게 굳어져 만들어진 것으로 물장오리조면현무암(규모 약 15m x 10m, 두께 0.9m1.5m) 5~6매가 시루떡처럼 굳어진 용암류의 상부를 흐르는 물에 의한 풍화, 침식작용으로 만들어진 용암단애를 관찰할 수 있다. 비가 내리면 용암단애에서는 폭포수를 이루로 하부에서는 소()를 형성한다. 마흐니 오름 하부 의귀천의 짧은 구간에서 용암단애들로 이루어진 5단계의 폭포가 있으며 수십 차례의 용암 유출이 있었음을 알 수 있다. 마흐니 수직굴은 일반적인 용암동굴이 수평으로 발달하는 것과 달리 수직으로 발달하며 수직굴 직하부에서 남쪽(수망리 민오름)으로 수평굴이 형성되어 있어 자 모양을 하고 있는 독특한 동굴이다. 동굴의 깊이는 약 20m이며 지표면에서의 직경은 약 2.7m이나 아래로 내려갈수록 직경이 커진다. 제주 명월진의 만호를 지낸 황한규의 정부인 이씨의 무덤(20세기 초반 제주 전통적인 무덤양식)이 보이고 자연스럽게 자람 숲을 지나자 바닥에 제주조릿대가 나타나고 마흐니 궤로 향한다. 울퉁불퉁한 길을 지나 구멍이 움푹 패어있는 웅덩이가 보이고 여기서 아래로 약 100m를 내겨가면 마흐니 궤가 나타난다. 궤는 제주어로 동굴을 의미한다. 마흐니 궤는 반원형으로 이루어져 있으며 폭이 약 10m, 높이 약 7~8m에 이르고, 깊이는 4m정도 되는 바위굴로 마흐니 오름 남서쪽 의귀천 상류 계곡에 있다. 궤를 이루고 있는 암석은 휘석과 사장석 반정을 함유하고 있는 물장올조면현무암으로 지표면을 따라 흐르던 물이 궤의 상부에 모여 낙수를 만든다. 마실 물이 있으므로 이로 인하여 마을 사람들이 겨울철에 노루 사냥이나 나무를 벌채하기 위해 마흐니 궤 내부에서 며칠 동안 숙식하며 지냈다고 한다. 숲길을 걷다 보면 잣성이라고 하는 제주도 특유의 목축 문화를 엿볼 수 있고 탐방로 풀들과 꽃 등 식생을 살피다 보면 어느새 마흐니오름 정상에 도착한다. 마흐니오름은 남원읍 수망리 산 203번지에 위치한 표고가 552m, 비고 47m인 말굽형 분화구이고 아쉽게도 우거진 나무 탓에 조망이 없다. 그저 잠시 쉬어갈 수 있는 벤치와 정상표시가 전부이다. 마흐니오름은 마안이오름, 마하니오름 등으로 불리는데, 마흐니의 원말은 머흐니로, 험하고 사납다 또는 험하고 거칠다는 의미라 한다. 1948년 제주 4.3사건 이전에는 이 오름의 굼부리에서 밭농사를 했고, 1960년대 후반까지도 노루 사냥을 했던 곳이라는데, 지금은 숲길뿐이다. 숲이 우거져 햇빛이 조금씩 들어오므로 너무 늦은 시간에 산행은 피해야 한다. 여름엔 풀들이 많이 자라 긴팔 긴 바지를 입고 산행해야 벌레로부터 몸을 보호할 수 있다. 코스가 13km이므로 충분한 물과 간식, 트레킹화나 등산화 착용을 권한다. 비가 오거나 예보가 있으면 코스가 통제되니 예보를 확인하고 두 명 이상 함께 걷기를 추천한다.",064-764-0189,제주특별자치도 서귀포시 남원읍 수망리 산203,,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쇠소깍산물관광농원,"쇠소깍산물관광농원은 제주도 동쪽의 대표적인 관광지 쇠소깍 바로 옆에 있다. 산물이란 글자 그대로 산과 물을 의미한다. 산에서 나는 물, 제주의 생명서 그 물이 산물이란다. 한의사 원장님이 운영하는 한라봉 하우스 안의 이색 박물관과 빈티지 카페로 쇠소깍 근처를 지나간다면 한번쯤 들러볼 만한 곳이다. 입구 주변으로 넓은 길가에 주차를 하고 내부 관람이 가능하다. 입구에 들어서면 앞마당에 다양한 제주 볼거리와 예쁜 꽃과 조형물을 배경으로 제주관광기념 사진을 찍기 좋다. 농원에는 모루박물관(모루는 금속을 두들겨서 단조할 때 밑에 받치는 기구로 대장간에서는 필수 도구), 농기구 박물관, 제주 전통 고재, 온실 카페, 감귤 체험(시즌), 아치터널 등 볼거리, 즐길 거리뿐만 아니라 공간 구석구석 레트로 감성 포토존이 가득해 기억에 남는 컨셉 사진 찍기는 물론, 과거 어린 시절의 향수를 듬뿍 느낄 수 있다. 한라봉, 천혜향 생과일 주스와 제주 토종 유자로 만든 제주 댕유자차 등 제주도다운 음료를 제공한다.",064-767-9953,제주특별자치도 서귀포시 남원읍 하례로 90,"월~토: 09시~21시(야간개장)
일: 09~18시(입장마감 30분전까지)",연중무휴,가능,,입장료(패스권) 내면 천혜향 주셨는데 정말 맛있었구요 오래된 골동품 농기구 자전거 공중전화기등 볼거리가 다양했어요 제주패스권 사셔서 다녀오세요 제주패스 사용해서 갔구요 늦게까지 운영하셔서 편안하게 구경했습니다 주문한 아이스티와 차 맛있었어요 안에도 이쁘게 꾸며져있어서 사진찍으며 추억을 쌓았네요,http://www.instagram.com/sanmool_jeju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태웃개,"태웃개는 남원읍 위미리에 있는 곳으로 올레 5코스에 속해있다. 태우(떼배)를 매어두던 포구라고 하여 붙여진 명칭으로, 종정포구라고도 불리며, 용천수 담수장으로 많은 이들이 찾는다. 산에서 내려오는 지하수가 구멍마다 용천수가 나오는데, 무더운 여름철에 이러한 특성을 알고 찾아오는 인파와 올레 코스를 걷는 방문객들이 함께 즐기는 곳이다. 바로 바다를 접하고 있어 깨끗한 수질을 자랑하여 용천수 풀장이 따로 마련되어 물놀이 장소로 이용되기도 하며, 물이 맑아 스노클링 장소로도 좋은 곳이다. 방문객을 위해 성수기에는 계절음식점을 운영하기도 한다. 샤워 시설이나 편의 시설은 전무하고 방파제 입구에 공중화장실이 있긴 하다. 태웃개는 원래 파도가 꽤 있는 해변인데 방파제 역할을 해주는 포구와 돌들로 둘러싸여 있는 곳이라 밖에서 아무리 큰 파도가 쳐도 잔잔한 물결이 들어와서 수영하는 사람들이 여유롭게 물놀이를 즐기며 해안절경을 감상할 수 있다. 민물과 바닷물이 공존하는 곳인데다가, 용천수가 사시사철 흘러나와서 물이 매우 차갑다. 파도가 세게 들어오면 물이 좀 따뜻한 느낌이 들긴 하지만 말이다. 바닷물과 섞이는 곳은 조금 깊이가 있어서 어린아이들이 놀기에는 힘들고 반드시 구명조끼나 튜브 등을 착용해야 한다. 바닥에는 날카로운 돌들이 많아 아쿠아슈즈나 물에 젖어도 되는 신발은 필수이다. 태웃개가 요즘 더 핫하게 떠오른 이유는 바로 다이빙 명소가 되었기 때문인데 물때에 따라 수심이 차이가 나서 얕을 때는 다이빙을 삼가야 한다. 특히 조심해야 할 점은 다이빙하는 위쪽이 이끼로 인해 매우 미끄럽다. 잘못했다가는 미끄러져 크게 다칠 수도 있고 바다로 추락할 수 있는 사고의 위험 때문에 바다지킴이가 상주해 있다. 또한 태웃개에는 캠핑을 할 수 있는 잔디 사이트도 있다. 방파제에서 섬 쪽을 바라보면 정말 멋있는 일몰을 볼 수 있다. 배경 풍경이 아름다워 지나가는 관광객들이 무조건 사진을 찍는 명소이기도 하다.",,제주특별자치도 서귀포시 남원읍 태위로398번길 57,상시 개방,연중 무휴,가능,,,,,있음(공중화장실),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
편백포레스트,"편백포레스트는 제주 최대 편백 군락지(7만 그루)인 고이오름에 위치하여 약 3.5만 평의 편백숲(고이오름)과 35년 이상 된 편백나무숲에서 피톤치드 가득한 산림욕을 즐길 수 있다. 넓은 편백숲과 1.5만 평의 목장에서 토종흑염소 3천5백 마리가 자연친화적으로 살고 있는 방대한 공간이다. 편백나무는 소나무의 5배나 많은 피톤치드를 내뿜어 스트레스 해소, 심폐기능 강화, 아토피성 피부염, 비염 등 여러모로 좋은 작용을 한다고 알려져 있다. 관람 소요 시간은 코스(오솔길, 둘레길, 추천길)에 따라 30분에서 1시간 정도이다. 관람로를 따라 걷다 보면 500년 된 고목을 만날 수 있고 계절에 따라 수국과 핑크뮬리를 볼 수 있다. 전망대까지 오르면 서귀포 바다와 성산 일대, 한라산을 조망할 수 있는 뷰 포인트도 있다. 이곳에서 염소 먹이주기, 아기 염소 우유주기 체험뿐만 아니라 매 정시마다 엄선된 흑염소 100여 마리가 종소리를 듣고 펼치는 달리기 또한 볼거리이다. 제주도 관광지로 입장만 하는 것도 가능하나 편백숲과 목장에는 볼거리와 놀 거리 및 다양한 체험이 가능하다. 아름다운 편백나무 숲속 놀이터에서 차분히 산책하며 힐링하는 것도 좋고, 안전장비를 착용하고 로프 체험과 짚라인을 즐기거나 ATV 체험, 염소 먹이 주기도 경험할 수 있다. 사진 찍기 좋은 예쁜 포토존이 많이 있어 가족, 친구, 연인들끼리 추억 남기기에도 좋다.",064-805-5099,제주특별자치도 서귀포시 남원읍 서성로 544-97,"매일 09:00~18:00(입장마감 17:00)
흑염소목장 09:00~17:00(하계 18:00)
아기염소우유체험 10:00~16:00(상시)",연중무휴,가능,,,https://www.visitjeju.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
거린사슴전망대,"거린사슴오름의 기슭에 있는 전망대이다. 1100도로 서귀포자연휴양림에서 서귀포 방면으로 내려가다 보면 있다. 서귀포에서 야경을 볼 수 있는 곳들이 흔치 않고 밤에 오름을 올라가기에도 어려움이 있는데, 거린사슴전망대는 차로 바로 이동할 수 있어 야경을 즐기기에도 적합한 곳이다. 거린사슴전망대는 서귀포 시가지와 앞바다가 한눈에 들어오는 경치 좋은 곳으로, 서귀포 앞바다에 위치한 숲섬, 범섬, 문섬 들의 전경이 아름답게 펼쳐진다. 거린사슴오름은 한라산 중턱에 있는 오름 중에 사슴과 관련된 이름으로 지어진 오름 가운데 하나이며, 실제로 오름에는 사슴이 살았다고 전해지고 있다. 서귀포의 명승지들이 파노라마 형태로 표시해둔 사진에 잘 설명되어 있어 이해를 돕고 있다. 이곳에 약 1km 정도 되는 아름다운 숲길인 거린사슴전망대 둘레길이 있는데 원래 민유림 임도로 사용했던 길을 정비하여 제주도민들과 관광객들을 위한 산책로를 조성한 것이다. 아직 많이 알려지지 않아 혼자 조용히 걷기 좋은 명상의 숲길이다. 소나무와 삼나무, 편백나무, 자연림이 한데 어울려 자라는 산책로를 걷다 보면 숲에서 뿜어져 나오는 맑고 신선한 공기는 몸과 마음을 정화시켜 준다. 이곳의 위치는 제주에서 단풍도 잘 드는 곳이라 가을 방문도 좋겠다. 거리가 짧아 노인이나 어린이들도 걷기에 적당한 코스여서 가족 산책길로도 추천한다.",064-740-6000,제주특별자치도 서귀포시 1100로 791 (대포동),,연중무휴,가능,무료,,,,"있음(간이화장실, 남/여 구분)",매점(거린사슴전망대 입구),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호빗집,"제주도의 숨은 포토존으로 알려진 이곳은 돌을 쌓아 만든 감자 보관 창고이며, 반지의 제왕에 나온 호빗이 살던 집과 비슷하다 하여 호빗집 또는 요정의 집 등으로 불리고 있다. 직접 보면 이름에서 예상되듯이 작은 규모이기 때문에 사진을 찍으면 독특한 분위기로 예쁘게 담기기 때문에 많은 사람들이 꾸준히 스냅 촬영지로 이곳을 찾는다. 바로 이런 것이 제주도 여행의 묘미 중 하나일 것이다. 개인 사유지이므로 호빗집 안에 주차하지 않도록 주의하길 바라며 창고는 잠겨져 있어 들어가지 못한다. 근처에 함께 가볼 만한 곳으로는 요즘 포토존으로 인기 있는 하트나무와 고살리숲길과 공천포 등이 있으므로 서귀포 인근 여행을 계획한다면 잠시 들러 보는 것을 추천한다.",서귀포시 관광안내소 064-732-1330,제주특별자치도 서귀포시 남원읍 한남리 1429,상시 개방,연중무휴,불가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황우지선녀탕,"황우지 해안은 서귀포의 자연명소로 올레길 7코스에 속해 있으며 여름 물놀이, 스노클링 명소 및 포토스폿으로 알려져 있다. 차량을 주차하고 외돌개 해변 방향으로 내려가다 삼거리를 만나면 올레길 7코스를 따라 이어지는 길을 찾아가면 된다. 황우지는 무지개라는 뜻의 제주어 황고지에서 나온 말로, 무지개 모양의 둥근 해안 절경 때문에 황우지 선녀탕이라는 이름이 붙었다고 전해진다. 황우지해안은 완만한 만의 형태를 이루고 있고, 돌기둥처럼 선 바위들이 파도를 막아주는 형상을 하고 있다. 이곳은 스노클링과 물놀이하기 좋은 명소로 잘 알려져 있던 곳이지만, 현재는 서귀포시에서 황우지해안 낙석위험으로 출입제한 안내문이 있으며 선녀탕 입구를 경고 테이프로 막아 놓고 출입금지(2023년 7월 1일부터현재)인 상태이다. 따라서 입구 옆 문섬이 보이는 전망대에서 황우지선녀탕 경치를 감상하거나, 외돌개와 함께 올레길 7코스를 걷는 것으로 서귀포 여행 계획을 짜는 것을 추천한다.",064-760-4601,제주특별자치도 서귀포시 서홍동 795-5,,기상상황에 따라 통제,가능,,제주도 최애 장소입니다. 비록 밑으로 내려가고 올라오는 길이 험난하지만 참고 내려가면 숨겨져 있지만 예쁜 스노쿨링 장소가 있습니다. 올해는 안전상의 이유로 오픈 안한다고 들어서 아쉬웠습니다 외돌개에서 인증샷 찍고 올레길을 타라 조금 거타보면 먼 발치에서 보이던 황우지선녀탕.. 주변 경관이 너무 아름다워 걷는 내내 인증샷 코스..,http://www.visitjeju.net,,있음,선녀탕 입구 안내소에서 구명조끼 / 스노클링도구 대여가능(탈의 및 샤워 가능),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
석예원 본초 족욕 성산점,"자연에서 추출된 천연 재료를 사용하여 여행의 피로를 풀 수 있는 셀프 족욕 테라피를 체험하는 곳이다. 천연미용소금, 페퍼민트 오일과 한방의 본초족욕수를 활용한 셀프족욕은 지친 몸과 마음을 잠시 쉬어가기에 충분하다. 생명체에 대한 양생, 치료, 예방에 제공되는 천연 약물을 본초라고 한다. 석예원의 본초족욕에서 사용되는 본초수는 한의학에서 사용되는 엄선된 한약재로 만들어진다. 예로부터 한의학에서는 두한족열 즉, 머리는 차게 하고 발은 따뜻하게 하라고 하였다. 오장육부의 축소판이라고 잘 알려져 있는 발은 인간의 신체 전부가 발이다라고 불릴 만큼 중요한 신체이다. 족욕은 뭉친 근육을 풀어주고 체내 노폐물을 제거해 주며 혈액순환을 원활하게 해준다. 예약제로 운영하므로 온라인으로사전 예약 후 방문하는 것이 좋다. 인근에는 섭지코지, 광치기해변 등의 관광지가 있다.",064-784-8822,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34 2층,10:00~18:00,매주 화요일,가능,,많이 걸어서 무거워진 발을 따듯한 물에 족욕하고나니 한결 가벼워지고 피곤이 풀렸어요 미용소금으로 각질제거하니까 제발이 아닌 애기발처럼 보들보들해져서 너무 좋았어요 추천합니다,,,,,"석예원 본초족욕 성산 족욕체험 : 9,000원
본초족욕 성산+제주민속촌 : 18,400원~22,000원
본초족욕 성산+휴애리 : 18,400원~20,200원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수산한못,"수산한못은 과거 수산정의 마장의 말과 소에게 물을 먹이고 화산 지형으로 인해 물이 귀한 제주 지역 주민들의 식수로도 사용해왔던 유래 깊은 곳이다. 수산한못 이름의 한은 크다라는 뜻으로 수산평에 있는 큰 못이라는 뜻을 가지고 있다고 한다. 이곳은 말물통이라고도 불리기도 했는데 고려시대 삼별초를 진압하고 여몽 연합군이 일본 정벌 목적으로 군마를 키우면서 인공적으로 조성되었다고 하니 역사적 의미가 있다. 이 곳은 보라색 꽃을 피우는 멸종위기 야생 식물인 전주물꼬리풀 복원지이기도 하고, 가을에는 억새의 조화가 멋진 풍경을 자아내어 가을 매력을 충분히 느낄 수 있다. 제주에서 물이 고여 있는 저수지나 연못에서 한라산 전경을 한눈에 볼 수 있는 곳은 그리 많지 않은데, 수산한못은 연못에서 한라산이 그대로 펼쳐져 아름다운 장관을 보여준다. 잔잔히 퍼지는 연못을 따라 길지는 않지만 산책코스가 잘 정비되어 있고 정자가 두 군데 있으나 그늘이 별로 없으므로 풀이 아주 무성하게 자라는 한여름은 피해 방문하길 권하며 가을엔 억새도 가득하다. 특히, 여기는 곳곳의 위치에 따라 달라 보이는 반영 사진이 예쁘게 나오는 곳이므로 맑은 하늘과 뭉게구름이 못에 비치는 날에 방문하거나 가족이나 연인끼리 피크닉 세트를 준비해 방문하기에도 좋다.",제주시 관광정보센터 064-740-6000,제주특별자치도 서귀포시 성산읍 수산리,상시 개방,연중무휴,가능,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성읍녹차마을,"성읍녹차마을은 녹차를 키워 생산하고 다양한 녹차 관련 상품도 만드는 다원이다. 유기물 함량이 높고 물 빠짐이 좋은 화산회토와 깨끗한 화산 암반수를 지닌 천혜의 자연 조건을 가진 제주에서 키워 만들어낸 녹차를 이용한 떡, 아이스크림 등을 판매하는 카페도 같이 운영하고 있다. 녹차를 테마로 한 카페에서는 족욕도 체험할 수 있고, 카트 체험장도 있다. 녹차마을 뒤편 숲으로 이어지는 길에는 독특한 동굴도 있는데 녹차 동굴로도 불리는 이곳은 작지만 녹차밭과 어우러진 독특한 뷰 덕분에 이색 관광지로 주목받고 있다. 한라산과 영주산을 배경으로 녹차밭 한가운데 있는 동굴에서 인생샷을 찍는 명소로 유명하기도 하다. 이모저모 구경할 거리와 즐길 거리가 있는 성읍녹차마을에 들러 끝없이 펼쳐진 푸르른 녹차 밭도 구경하며 차 한 잔의 여유도 즐길 수 있다.",064-787-2254,제주특별자치도 서귀포시 중산간동로 4778 녹차가공공장,09:00~17:00,연중무휴,가능,무료,여기 진짜 좋아요 보성같이 계단식도 이뿌지만 이렇게 평지에.넓게있는 녹차밭도 이뻤어요꼭 추천합니다,"성읍녹차마을 http://onulun.com
비짓제주 https://www.visitjeju.net/",,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
